compound_lemma	compound_surface	compound_lemmapos	headLemma	modifierLemma	nAnnot	avgHead	stdevHead	avgModifier	stdevModifier	compositionality	stdevHeadModifier	equivalents
gelo_seco	gelo_seco	gelo/n_seco/a	gelo	seco	27	3.4074	1.7378	2.7778	1.8879	2.4815	1.9089	fumaça(5);dióxido de carbono sólido(3);fumaça de festa(3);gelo(3);dióxido de carbono(2);anidrido carbônico sólido(2);gelo de fumaça(2);gelo que não molha(1);dióxido de carbono solidificado(1);névoa(1);gelo que transita do estado sólido diretamente ão estado gasoso(1);dióxido de carbono congelado(1);co2 em estado solido(1);gás carbônico sólido(1);co2 sublimado(1);anidrido carbonico solido(1);co2(1);gelo evaporador(1);gás sólido(1);dióxido de carbono solido(1);dióxido de carbono na forma sólida(1);dioxido de carbono solidificado(1);gás carbônico congelado(1);congelado(1);carbono(1);fumaça artificial(1);pedra congelada seca(1);produto químico(1);fumaça seca(1);fumaça de gelo(1);gelado(1);gelo não molhado(1);díoxido de carbono(1);a(1);substância sólida(1);carbono congelado(1);resfriador(1);gás congelado(1);s(1);anidrido de carbono congelado(1);fumaça cenográfica(1);gás carbônico solido(1);vapor(1);gelo que não derrete(1)
golpe_baixo	golpe_baixo	golpe/n_baixo/a	golpe	baixo	36	3.1667	1.1339	2.0556	1.0940	2.0833	1.0790	golpe sujo(6);trapaça(6);traição(4);injustiça(4);deslealdade(3);jogada desleal(3);facada nas costas(2);desonestidade(2);falcatrua(2);apelação(2);trairagem(2);jogada ilegal(2);baixaria(2);golpe traiçoeiro(1);trapaças(1);golpes não permitidos(1);ação de baixo nível(1);ataque baixo(1);golpe que atinge regiões frágeis do corpo(1);facada pelas costas(1);ação desonrada(1);desonesto(1);ataque injusto(1);algo sem honra(1);ação desonesta(1);golpes por trás(1);crime(1);golpes injustos(1);movimento traiçoeiro(1);golpe desleal(1);golpe ilegal(1);golpe sem honra(1);ataque inescrupuloso(1);covardia(1);traquinagem(1);ação de moral questionável(1);algo anti ético(1);golpe injusto(1);a(1);falcatruas(1);ataque imoral(1);arapuca(1);artimanha(1);falcatura(1);golpe sorrateiro(1);algo errado(1);apunhaladas(1);ilegalidade(1);s(1);truque sujo(1);rasteira(1)
governo_federal	governo_federal	governo/n_federal/a	governo	federal	30	5.0000	0.0000	5.0000	0.0000	4.9667	0.1826	governo(8);governo do país(7);governo nacional(6);estado(6);união(3);presidência(3);federação(3);governo central(2);governo do pais(2);poder federal(2);autoridade máxima do país(1);governo da esfera federal(1);representante maximo(1);governo da fereração(1);líder do país(1);quem governa uma federação(1);governo brasileiro(1);presidente(1);governo em ambito nacional(1);governo de um pais(1);politica federal(1);pessoas que governam o país(1);governança(1);palacio do planalto(1);governo geral(1);presidente e agregados(1);governo da república(1);governo máximo do país(1);a(1);país(1);orgão supremo(1);governo da federação(1);governo regente(1);s(1)
gripe_aviário	gripe_aviária	gripe/n_aviário/a	gripe	aviária	28	4.8214	0.3900	3.1071	1.4489	3.1786	1.1239	gripe(12);gripe das aves(7);doença(5);gripe do frango(5);h5n1(4);influenza(3);influenza aviária(3);gripe suína(2);virose(2);defluxo aviário(1);epidemia(1);infecção(1);doença viral(1);gripe h5n1(1);doença aviária(1);vírus influenza(1);doença contagiosa aviária(1);vírus(1);virus(1);gripe de aves(1);a(1);gripe asiática(1);gripe iniciada em aves(1);s(1);gripe originaria de aves(1);doença infecciosa(1);doença de galinhas(1);h1n1(1)
gripe_suíno	gripe_suína	gripe/n_suíno/a	gripe	suína	28	4.7143	0.5345	2.4643	1.4006	2.5714	1.3724	h1n1(10);gripe a(9);gripe do porco(8);gripe(5);influenza a h1n1(4);doença(3);influenza(2);influenza suína(2);epidemia(1);influenza h1n1(1);vírus da gripe(1);gripe viral(1);gripe espanhola(1);doença contagiosa(1);virose(1);doença endêmica(1);vírus suíno(1);vírus advindo do porco(1);gripe forte(1);doença transmitida pela carne de porco(1);influenza a(1);virus(1);patologia similar à gripe(1);a(1);febre suína(1);s(1)
guarda_florestal	guarda_florestal	guarda/n_florestal/a	guarda	florestal	26	4.8846	0.3258	4.1154	1.0706	4.1923	0.8010	guarda da floresta(7);guarda(7);guarda ambiental(2);vigia(2);polícia florestal(2);segurança(1);guarda que trabalha em florestas(1);guarda do parque(1);defensor da natureza(1);agente florestal(1);oficial da floresta(1);guarda de parque(1);oficial florestal(1);guarda de parque florestal(1);guarda de um ambiente florestal(1);s(1);funcionário responsável por uma área verde(1);pessoa que cuida de um ambiente florestal(1);fiscalização das florestas(1);policial da floresta(1);guarda caça(1);guarda de floresta(1);guarda de reserva ambiental(1);cuidador da floresta(1);guarda da natureza(1);funcionário florestal(1);segurança que trabalha em uma floresta(1);policial florestal(1);vigilante da floresta(1);polícia ambiental(1);sentinela(1);guardão florestal(1);protetor(1);patrulheiro florestal(1);a(1);patrulheiro da floresta(1);vigia da floresta(1);guardião florestal(1);vigia florestal(1);protetor da natureza(1);guarda que trabalha no parque(1)
jogo_duro	jogo_duro	jogo/n_duro/a	jogo	duro	33	1.0606	0.9981	2.1515	1.6031	1.1818	1.1027	jogo difícil(4);difícil(4);dificil(4);persistente(3);resistência(3);oposição(3);dificuldade(2);inflexível(2);forte oposição(2);dificultar(2);teimosia(2);teimoso(1);confronto(1);intratável(1);ser complicado(1);dificuldades(1);jogo dificil(1);insistente(1);oposição conceitual(1);rígido(1);dureza(1);esforço(1);contraponto vigoroso(1);intransigente(1);persistencia(1);oposição forte(1);try hard(1);represália(1);estratégia impiedosa(1);jogo ríspido(1);frente implacável(1);arduo(1);persistência(1);ríspido(1);resistente(1);posição inflexível(1);duro de roer(1);frente(1);difícil negociação(1);a(1);jogo pesado(1);firmeza(1);dificil de lidar(1);levar a serio(1);osso duro de roer(1);s(1);determinação(1);pressão(1);antagonismo forte(1);rigidez(1)
juízo_final	juízo_final	juízo/n_final/a	juízo	final	34	3.6471	1.0115	4.2941	0.9701	3.7353	1.0534	apocalipse(13);julgamento final(9);julgamento(5);fim dos tempos(5);fim do mundo(5);último juízo(3);último julgamento(3);armagedom(2);dia do julgamento final(1);último acontecimento(1);julgamento divino(1);últimos tempos(1);armageddon(1);tribunal final(1);fim do universo(1);momento de decisão definitiva(1);acertar de contas(1);apocalípse(1);julgamento fatal(1);acerto de contas(1);término da humanidade(1);final(1);condenação(1);final dos tempos(1);sentença final(1);céu ou inferno(1);fim dos tempo(1);arrebatamento(1);a(1);final do mundo(1);dia do julgamento(1);julgamento definitivo(1);ragnarok(1);juízo universal(1);s(1);avaliação final(1);ultimo julgamento(1);julgar pós morte(1);ultimato(1)
leite_integral	leite_integral	leite/n_integral/a	leite	integral	22	5.0000	0.0000	4.3636	0.7267	4.6818	0.4767	leite(8);leite não desnatado(3);leite desnatado(3);leite natural(3);leite com gordura(3);leite com nata(2);leite de vaca(2);leite inteiro(2);leite gorduroso(1);leite gordo(1);leite que é integral(1);leite denso(1);leite pouco processado(1);leite completo(1);leite com mais gordura(1);leite comum(1);leite in natura(1);leite orgânico(1);leite a(1);leite que não passou pelo processo de desnatação(1);leite sem ser filtrado(1);leite puro(1);leite normal(1);leite de cabra(1);a(1);leite que não passou por processos de remoção de gordura(1);s(1);bebida(1);bebida láctea(1)
lista_negro	lista_negra	lista/n_negro/a	lista	negra	25	4.0000	1.3229	0.9200	0.8124	1.6000	1.2910	lista de coisas ruins(2);lista de morte(2);lista ruim(2);persona non grata(2);lista negativa(2);lista de inimigos(2);marcados(2);lista que contém coisas ruins(1);folha negra(1);pessoas mal quistas(1);lista de inimizades(1);considerado indesejado(1);repressão(1);lista de odiados(1);lista de rejeição(1);castigo(1);lista dos preteridos(1);lista de negação(1);banido(1);lista de pessoas(1);marcados negativamente(1);lista de rivais(1);lista dos mal vistos(1);prometidos(1);pessoas demarcadas(1);procurados(1);index(1);mira(1);lista de má fama(1);blacklist(1);inimigos(1);lista de vingança(1);marcado para sofrer algo(1);lista preta(1);rivalidade(1);lista(1);rebelde(1);pessoas indesejadas(1);lista suja(1);lista de culpados(1);lista de desafetos(1);lista de pessoas indesejadas(1);lista proibida(1);lista de pessoas não permitidas a fazer algo(1);lista com teor negativo(1);registro de pessoas proibidas(1);lista de alvos(1);lista de pessoas não queridas(1)
livre_docente	livre_docente	livre/a_docente/n	docente	livre	18	5.0000	0.0000	2.1111	1.4907	2.7222	1.3636	professor(6);doutor(3);docente livre(2);professor livre(2);docente(2);professor titular(2);possuidor do maior titulo academico(1);título acadêmico(1);docente sem vínculo(1);título dado a doutores(1);professor livre docente(1);habilitado(1);professor independente(1);professor sem vínculo(1);professor universitário de elevado grau de conhecimento e pesquisa reconhecida(1);professor que é livre(1);professor universitário de notório saber(1);pesquisador(1);professor autônomo(1);professor universitário(1);professor substituto(1);professor particular(1);a(1);professor freelancer(1);pós doutorado(1);s(1);título pessoal(1)
livro_aberto	livro_aberto	livro/n_aberto/a	livro	aberto	33	0.5455	0.7538	2.2727	1.5057	0.8485	0.9722	sem segredos(10);transparente(9);honesto(5);sincero(3);claro(3);exposta(2);aberto(2);exposto(2);sem mistérios(2);verdadeiro(2);sem nada a ocultar(1);esclarecido(1);falador(1);publica(1);espontaneo(1);que não esconde(1);pessoa transparente(1);indiscreto(1);ser do conhecimento de todos o que se faz(1);não esconde nada(1);sem mistério(1);sem nada para esconder(1);sem mentiras(1);personalidade exposta(1);não misteriosa(1);de conhecimento geral(1);sociavel(1);s(1);sem ambiguidades(1);conhecido(1);pessoa sincera(1);transparencia(1);todos sabem(1);a(1);algo não escondido(1);algo público(1);translucido(1);público(1);sem segredo(1);que da acesso a todas as informacoes(1);sem nada a esconder(1);fala de todos(1);sem discrição(1);abertura(1);transparência(1);acesso livre(1)
longo_data	longa_data	longo/a_data/n	data	longa	35	2.1429	1.5745	3.0286	1.7233	1.6000	1.2414	muito tempo(23);bastante tempo(3);antigo(3);muitos anos(3);muito tempo atrás(3);longo tempo(3);há tempos(2);passado distante(2);ha muito tempo(1);outros tempos(1);mó tempão(1);antigamente(1);tempo distante(1);distante(1);duradouro(1);duradoura(1);longa(1);muito tempo atras(1);há tempo(1);antiga(1);velho(1);de muito tempo(1);deveras tempo(1);há muito tempo(1);de infância(1);por um longo período de tempo(1);s(1);de tempos(1);há anos(1);algo que existe há muito tempo(1);assaz tempo(1);a(1);não recente(1);desde muito tempo atrás(1);anos(1);vários anos(1);outros carnavais(1);longo termo(1);longo prazo(1);velhos tempos(1);gerações(1);longo período(1)
longo_metragem	longa_metragem	longo/a_metragem/n	metragem	longa	27	0.9259	1.0715	3.2222	1.8467	0.9259	1.0715	filme(21);longa(5);filme de longa duração(5);cinema(4);filme longo(3);longa duração(2);produção cinematográfica(2);filme de longa metragem(1);filme tradicional(1);obra cinematografia(1);filme comprido(1);documentário(1);produção audio visual(1);filme extenso(1);grande duração(1);obra cinematográfica(1);longa filmagem(1);a(1);filme padrão(1);cinematográfico(1);produção(1);película(1);s(1);filme de cinema(1)
lua_cheio	lua_cheia	lua/n_cheio/a	lua	cheia	29	5.0000	0.0000	3.5517	1.1522	3.5172	1.4298	lua completa(7);lua(6);fase da lua(4);lua totalmente visível(3);lua total(2);lua grande(2);lua completamente iluminada(2);lua redonda(2);lua nova(2);totalidade da lua(1);plenilúnio(1);lua argentina(1);lua totalmente iluminada(1);fase da lua onde a maior parte de sua superfície é visivel(1);lua longe(1);lua plena(1);lua em sua fase de maior visibilidade(1);fenomeno natural(1);lua minguante(1);lua branca(1);lua vermelha(1);fase da lua onde ela reflete plenamente a luz do sol(1);lobisomem(1);plenilunio(1);das quatro fases lunares(1);lua media(1);lua brilhante(1);lua não nova(1);lua clara(1);lua amarela(1);fase lunar(1);etapa lunar(1);lua iluminada(1);fases da lua(1);a(1);fase lunar em que a lua se mostra completamente(1);s(1);satélite natural cheio(1);blue moon(1)
lua_novo	lua_nova	lua/n_novo/a	lua	nova	22	4.8182	0.5011	1.1818	1.0970	1.6818	1.6442	lua(3);lua cheia(3);fase da lua(3);lua minguante(2);sem lua(2);lua crescente(2);lua inicial(1);satélite natural(1);lua escura(1);lua entre a terra e o sol(1);início da lunação(1);visão da lua obstruída(1);antes da lua crescente(1);lua que nasce(1);lua em fase nova(1);lua em junção do sol(1);lua que está reiniciando seu trajeto(1);primeira fase da lua(1);renascimento, cabelo, depilaçao, parto, plantas(1);lua pouco visível(1);lua menos iluminada(1);fase de lua nova(1);fase(1);lua sem iluminação(1);lua não visível(1);lua invisível(1);novilúnio(1);não dá para ver a lua(1);lua quase toda encoberta(1);a(1);lua do começo(1);lua na fase nova(1);depois da lua cheia(1);s(1);lua inédita(1);lua obstruída(1);satélite(1);lua em estado escuro(1)
lugar_comum	lugar_comum	lugar/n_comum/a	lugar	comum	22	1.1364	1.0821	3.6818	1.3934	1.5455	0.9625	clichê(14);chavão(8);banalidade(3);trivialidade(2);senso comum(1);coisas comuns(1);batido(1);enrolaçoes(1);costume(1);obviedade(1);banal(1);simplória(1);trivial(1);evidência(1);praxe(1);s(1);comum(1);óbvio(1);estereótipo(1);mesmas fontes(1);cliché(1);ideia comum(1);fontes comuns(1);a(1);padrão comum(1);rotina(1);populares(1);esteriótipo(1);conforto(1)
magia_negro	magia_negra	magia/n_negro/a	magia	negra	32	4.0000	1.2181	1.4375	1.1341	1.7188	1.2504	bruxaria(12);macumba(9);feitiço(4);feitiçaria(3);magia do mal(3);magia(3);magia das trevas(3);magia obscura(2);ocultismo(2);magia maléfica(2);magia proibida(2);maldição(2);voodoo(2);práticas obscuras(1);feitiços(1);magia má(1);vudu(1);algo ruim que não é deste plano(1);superstições(1);malefício(1);que visa o mal(1);magia com más intenções(1);magia satânica(1);feitiço prejudicial(1);magia do mau(1);culto ão mal(1);magia escura(1);satanismo(1);sobrenatural(1);mau intencionado(1);malefícios(1);feitiçaria obscura(1);magias ruim(1);feitiços das trevas(1);crenças sobrenaturais(1);ritual(1);fora da lei(1);ritual maligno(1);malfeitos(1);necromancia(1);algo ruim que não se tem capacidade de explicar(1)
mar_aberto	mar_aberto	mar/n_aberto/a	mar	aberto	30	4.8000	0.4842	2.8667	1.1366	3.0333	1.2726	alto mar(16);oceano(14);mar(4);longe da costa(3);meio do mar(2);mar profundo(2);mar livre(2);fundo no mar(1);horizonte(1);liberdade(1);longe(1);deriva(1);mar ligado ão oceano(1);mar longe da praia(1);mar sem enseadas(1);mar de oceano(1);mar sem pedras(1);longe de tudo(1);ao oceano(1);águas internacionais(1);mar sem ilhas(1);mar que não possui proteção de costa ou ilhas(1);mar alto(1);ponto do mar longe de qualquer margem(1);mar largo(1);moises(1);água(1);longe da praia(1);no oceano(1);a(1);grande mar(1);mar bravo(1);mar sem fronteiras próximas(1);s(1);mar costeiro(1);largo(1)
maré_alto	maré_alta	maré/n_alto/a	maré	alta	31	4.9032	0.3005	3.8710	0.9914	4.0645	0.9639	mar alto(10);maré cheia(9);cheia(3);maré enchente(2);mar(2);mar cheio(2);maré(2);maré grande(2);mar com nível alto(1);ondas grandes(1);mar elevado(1);maré brava(1);ápice da maré(1);enchente(1);diz se de quando o nível do mar está alto(1);maré que sobe(1);alto nível de água(1);altas ondas(1);subida do mar(1);alta do mar(1);mare cheia(1);preamar(1);mar com ressaca(1);ressaca do mar(1);mar revolto(1);aumento das águas(1);água do mar em altos níveis(1);volume de água(1);ondas altas(1);elevação do nível do mar(1);mar agitado(1);mar grande(1);inundação(1);subida da maré(1);a(1);maré mais avançada na praia(1);nivel da água alta(1);montante(1);maré agitada(1);s(1);ressaca(1);período em que o mar invade a praia(1);água mais alta em relação ao outro momento(1);ondas invadindo areia(1);quando o mar sobe(1);preia mar(1)
maré_baixo	maré_baixa	maré/n_baixo/a	maré	baixa	21	5.0000	0.0000	4.2857	0.9024	4.4286	0.7464	baixa mar(6);mar baixo(4);maré(3);mar calmo(2);mar recuado(2);maré vazante(2);baixa do mar(2);águas baixas(1);menor nivel do mar(1);mar com nível baixo(1);vazante(1);nível baixo de água do mar(1);fim da jusante(1);maré fraca(1);momento em que o mar está baixo em uma região(1);fase do mar(1);mar pequeno(1);marola(1);ressaca marítima(1);maré abaixada(1);pouca onda(1);a(1);ondas baixas(1);s(1);maré raza(1);maré curta(1);maré vazia(1);jusante(1)
massa_cinzento	massa_cinzenta	massa/n_cinzento/a	massa	cinzenta	36	2.3889	1.4595	2.4167	1.8264	1.7500	1.4417	cérebro(17);matéria cinzenta(6);substância cinzenta(6);inteligência(5);parte do cérebro(5);neurônios(4);cerébro(2);cerebro(2);encéfalo(2);massa encefálica(2);cabeça(2);interior ão crânio(1);tico e teco(1);componente do cerebro(1);massa cerebral(1);conhecimento(1);massa acinzentada(1);capacidade cerebral(1);sagacidade(1);córtex(1);massa(1);crânio(1);substancia cinzenta(1);sistema nervoso(1);mente(1);espeterza(1);componente do sistema nervoso(1);coco(1);porção cerebral(1);sabedoria(1);a(1);tecido cerebral(1);miolo(1);área cinzenta(1);neocórtex(1);s(1);intelecto(1);componente do sistema nervoso central(1);materia cinzenta(1)
mau_contato	mau_contato	mau/a_contato/n	contato	mau	28	3.8929	0.8751	3.7143	1.1174	3.3929	1.4991	problema(6);curto circuito(4);falha(3);contato ruim(3);problema de contato(2);problema elétrico(2);contato falho(2);problema no contato(1);conexão instavel(1);fio estragado(1);falta de contato(1);com contato ruim(1);falha no circuito(1);cabo com defeito(1);falhas técnicas(1);falhar(1);encaixe inseguro(1);falha elétrica(1);gambiarra(1);conexão ruim(1);mau ligamento(1);ligação com problema(1);contato deficiente(1);fio solto(1);mau instalado(1);estragado(1);cabeamento estragado(1);desconexão elétrica(1);fiação elétrica ruim(1);condutores não encostados(1);problema de fiação(1);má conexão(1);contato irregular(1);ligação ruim(1);má fiação(1);não funcionando corretamente(1);falha na condução da eletrecidade(1);funcionamento falho(1);não funcionando(1);a(1);falha existente em um fio(1);s(1);desfuncional(1);mau conectado(1);com problemas elétricos(1);desconexo(1)
mau_humor	mau_humor	mau/a_humor/n	humor	mau	33	4.7879	0.4151	4.2121	0.8929	4.3030	0.8095	irritação(8);irritabilidade(4);indisposição(4);amargura(3);humor ruim(2);negatividade(2);rabugice(2);estresse(2);ranzinza(2);braveza(2);emburrado(2);cara feia(2);amargor(2);impaciência(2);oposto de bom humor(1);grosso(1);pavio curto(1);rancor(1);irritado(1);má vontade(1);estressado(1);sisudez(1);irritadiço(1);rude(1);birra(1);sem paciencia(1);estado de espirito ruim(1);tristeza(1);ira(1);má disposição(1);atitude negativa(1);sentimentos negativos(1);chatisse(1);aborrecimento(1);triste(1);nervosismo(1);deprimido(1);desânimo(1);a(1);stress(1);infelicidade(1);infeliz(1);estado de desagrado(1);zanga(1);s(1);falta de alegria(1);péssimo humor(1);mau tempo(1)
mau_olhado	mau_olhado	mau/a_olhado/n	olhado	mau	33	1.7576	1.1734	3.9697	1.2621	2.0000	1.3919	inveja(22);olho gordo(11);maldição(7);cobiça(3);feitiço(2);azar(2);maledicência(1);maus sentimentos(1);ódio(1);olho grande(1);jetatura(1);desejar o mau(1);negatividade(1);agouro(1);má sorte(1);reprovação(1);energia ma(1);coisas ruins(1);s(1);olhar invejoso(1);encanto(1);pessoas de má sorte(1);olho do mal(1);espíritos ruins(1);recalque(1);maus desejos(1);mau agouro(1);ganância(1);urucubaca(1);a(1);desejo negativo(1);outros cobiçarem suas coisas(1);bruxaria(1);transmite azar(1);azarados(1);praga(1);energias ruins(1);maldade(1)
mercado_negro	mercado_negro	mercado/n_negro/a	mercado	negro	32	4.2500	0.8424	0.7500	0.9158	1.0625	0.9817	mercado ilegal(19);comércio ilegal(6);contrabando(6);mercado informal(5);mercado paralelo(3);trafico(2);mercado ilícito(2);venda ilegal(2);comercio ilegal(2);mercado alternativo(2);tráfico(2);mercado de contrabando(1);escambo ilegal(1);lugar onde se compram objetos dos mais variados tipos ilegalmente(1);mercado que vende coisas ilegais(1);vendedores não registrados(1);mercado de bens ilegais(1);informal(1);mercado clandestino(1);transação informal(1);meios ilegais(1);ilegal(1);compra e venda ilegal(1);por baixo dos panos(1);mercado sujo(1);transação ilegal(1);clandestinidade(1);mercado da ilegalidade(1);mercado oculto(1);por debaixo dos panos(1);mercado fora da lei(1);mercado(1);vendas ilegais(1);ilícito(1);comércio informal(1);mercado do submundo(1);mercado não oficial(1)
mesa_redondo	mesa_redonda	mesa/n_redondo/a	mesa	redonda	30	1.2333	1.0063	1.0333	0.9643	1.1333	1.0080	debate(15);discussão(12);reunião(7);conversa(3);mesa de debate(2);mesa de discussão(2);bate papo(2);discussão aberta(1);local de debate(1);entrevista(1);painel(1);roda de discussão(1);conferência(1);reunião democrática(1);a(1);mesa para debate(1);grupo de palestrantes(1);evento para debate(1);sem hierarquia(1);grupo de discussão(1);assembleia(1);conversa aberta(1);espaço para debate(1);encontro(1);s(1);conversa informal(1);conversa geral(1);grupo unido para discussão democrática(1);troca de ideias(1);colóquio(1)
montanha_russo	montanha_russa	montanha/n_russo/a	montanha	russa	27	0.5185	0.7530	0.1481	0.3620	0.2963	0.5417	brinquedo(13);atração(4);brinquedo de parque de diversões(3);diversão(3);roller coaster(2);brinquedo de parque(2);parque de diversões(2);carrinho(2);brinquedo radical(2);roda gigante(1);brinquedo do parque(1);looping(1);trem de parque(1);passeio(1);aclive russo(1);trenzinho(1);carrinho de parque de diversão(1);carro nos trilhos(1);brinquedo de parque com carrinhos em trilhos(1);equipamento de diversão(1);diversão num parque(1);principal brinquedo de um parque de diversão(1);a(1);trem(1);atração de parques(1);brinquedos de parques(1);s(1);montanha radical(1);brinquedo do parque de diversões(1);brinquedo de parque de diversão(1);declive russo(1);atração do parque(1)
mau_fé	má_fé	mau/a_fé/n	fé	má	32	1.4375	1.2165	3.7812	1.2111	1.8125	1.1760	maldade(9);deslealdade(6);má vontade(4);desonestidade(3);má intenção(3);mau caráter(2);falsidade(2);má indole(2);fraude(2);mentira(2);enganação(2);decepção(1);dolo(1);intenção dolosa(1);falta de honestidade(1);fraudulento(1);más intenções(1);a(1);falta de fé(1);ação maldosa(1);mal intencionado(1);má determinação(1);com intuito de levar vantagem em algo ou sobre alguem(1);engano(1);malicia(1);imprudencia(1);com intuito de prejudicar alguem(1);traiçoeiramente(1);má intencionada(1);maldosa(1);intenção ruim(1);deshonesto(1);malvada(1);propósito ruim(1);desleal(1);segundas intenções(1);malícia(1);desígnio mal(1);sem vontade(1);malandragem(1);s(1);maudade(1);ação maldosa proposital(1);de maneira maldosa(1)
máquina_virtual	máquina_virtual	máquina/n_virtual/a	máquina	virtual	22	3.4091	1.0538	4.7727	0.5284	3.7727	0.8125	computador virtual(5);máquina simulada(4);simulador(4);emulador(3);máquina(2);máquina emulada(2);computador(2);virtualização(2);software(2);sistema simulado(1);vm(1);disco virtual(1);maquina não física(1);virtual(1);simulação de outro computador(1);simulação de máquina(1);sistema operacional virtual(1);abstração de software para uma máquina real(1);interpretador(1);sistema simulador(1);a(1);ambiente computacional(1);programa(1);máquina não física(1);s(1);computador dentro de um computador(1);simulação de um computador dentro de outro(1);ambiente virtual(1)
mão_fechado	mão_fechada	mão/n_fechado/a	mão	fechada	36	0.9444	0.9545	1.3611	1.0185	1.0833	0.9673	pão duro(21);mão de vaca(14);sovina(12);avarento(10);mesquinho(4);econômico(3);poupador(2);judeu(2);economista(1);pessoa econômica(1);não gastar dinheiro(1);economicamente consciente(1);egoísta(1);sovino(1);a(1);avareza(1);alguem que não empresta dinheiro(1);muquirana(1);não gasta recursos(1);não empresta(1);s(1);egoista(1);não gasta dinheiro(1)
navio_negreiro	navio_negreiro	navio/n_negreiro/a	navio	negreiro	31	5.0000	0.0000	3.2903	1.2960	3.6129	1.2296	navio de escravos(10);transporte de escravos(4);navio tumbeiro(3);navio escravagista(3);navio(3);navio de negros(2);navio com escravos(2);navio que transportava escravos(2);navio que carrega escravos(2);embarcação carcerária escrava(1);embarcação negreira(1);navio que transporta escravos(1);embarcação escravagista(1);navio de escravo(1);transportadores de escravos(1);navio de transporte de escravos(1);naus negreiras(1);meio de transporte(1);navios que transportavam escravos africanos(1);embarcação para contrabando de escravos(1);barco(1);contrabando de escravos(1);navio de tráfico(1);navio transportador de escravos(1);navio escravo(1);navio para transporte de escravos(1);navio que carregava africanos para a américa(1);navio que leva escravos negros(1);barco que transportava escravos(1);naus de contrabando(1);carregador de escravos(1);a(1);navio com negros(1);barco de escravos(1);embarcação transportadora de escravos(1);venda de escravos(1);embarcações de escravos africanos(1);s(1);navio transportando negro(1);navio de boçais(1);navio escravocrata(1);barco negreiro(1);navios de contrabando(1)
novo_mundo	novo_mundo	novo/a_mundo/n	mundo	novo	35	2.0571	1.2113	4.4286	0.7778	2.3429	1.1868	novidade(6);mundo diferente(5);nova realidade(3);algo novo(3);futuro(3);recomeço(2);mundo novo(2);mudança(2);novo horizonte(2);desconhecido(2);novo lugar(2);algo incomum(1);inovação(1);novo espaço(1);mundo positivo(1);mundo mais recente(1);mudança recente(1);mundo melhor(1);novas ideias(1);nova oportunidade(1);lugar virgem(1);mundo 2 0(1);algo inexplorado(1);situação nova(1);novo local, seja ele fisico ou não(1);nova etapa(1);ideal(1);nova forma de pensar(1);novo começo(1);novas ideias, novos conceitos, novas descobertas(1);lugar melhor(1);momento melhor(1);mundo reconstruído(1);nova vida(1);algo diferente(1);nova fase(1);novo ambiente melhor que o anterior(1);lugar de novas esperanças(1);lugar diferente(1);realidade nova(1);fora de rotina(1);novos horizontes(1);nova experiencia(1);novas perspectivas(1);a(1);colônias(1);recomeçar(1);mundo contemporaneo(1);novo estado(1);mundo moderno(1);atual mundo(1);s(1);não descoberto(1);nova idéia(1);lugar ainda desconhecido(1)
novo_rico	novo_rico	novo/a_rico/n	rico	novo	22	4.6818	0.5679	4.2727	0.7025	3.6818	1.3934	emergente(5);emergentes(2);rico emergente(2);ex pobres(2);recém ricos(2);rico recente(2);pessoas ricas que eram pobres(1);pobre que virou rico(1);rico recentemente(1);rico há pouco tempo(1);pessoa que enriqueceu(1);novo endinheirado(1);riquinhos(1);diz se de uma pessoa recentemente introduzida à riqueza(1);esbanjador(1);pessoas jovens com muito dinheiro(1);rico que era classe médio/pobre(1);rico(1);pobre que ficou rico(1);recém rico(1);new esnobes(1);pessoa recém rica(1);tornado rico a recém(1);parvenu(1);recente mudança no padrão de vida(1);recente escala na escada social(1);pessoas recentes com muito dinheiro(1);a(1);pessoas que ficaram ricas repentinamente(1);ex pobre(1);recentemente bem sucedido(1);ricos novatos(1);s(1);emergiu da pobreza(1);coxinhas(1);ricos(1);classe média(1)
nó_cego	nó_cego	nó/n_cego/a	nó	cego	29	3.9310	1.3610	0.3448	0.6139	0.8621	1.0255	nó apertado(9);nó(7);nó forte(2);nó difícil(2);nó dificil de desatar(1);nó sem ponta(1);algo difícil de se desfazer(1);nó aleatório(1);nó fixo(1);nó apertado e díficil de se solta(1);nó firme(1);nó malfeito(1);nó difícil de ser desfeito(1);nó que não da para se desfazer(1);dificuldade(1);nó difícil de desfazer(1);enlaçamento(1);nó complexo(1);que é difícil de desatar(1);nó bem dado(1);nó inquebrável(1);sem saída(1);nó dificel de ser desamarrado(1);apertadíssimo(1);nó inútil(1);nó impossível de abrir(1);nó difícil de desatar(1);nó que não segue um padrão(1);situação complicada(1);situação dificil(1);nó trancado(1);nó confuso(1);nó estreito(1);nó justo(1);algo muito apretado(1);maçaroca(1);nó embaralhado(1);inútil(1);algo de difícil resolução(1);serviço ruim(1);impasse(1);laço inútil(1);nó que não se desfaz(1);grande problema(1);falso nó(1);inutilizar(1);aperto(1)
