WorkerId	ID	Input.compound	Answer.Qhead	Answer.Qmodifier	Answer.Qheadmodifier	equivalents	Input.noun	Input.modifier	Input.nounlemma	Input.modifierlemma	Input.order	AssignmentStatus
melloana420786	102	navio negreiro	5	3	4	navio de transporte de escravos - navio que transportava escravos	navio	negreiro	navio	negreiro	NA	Approved
melloana420786	103	nó cego	5	0	2	nó apertado - nó bem dado	nó	cego	nó	cego	NA	Approved
melloana420786	104	novo mundo	3	5	4	mudança recente - situação nova	mundo	novo	mundo	novo	AN	Approved
melloana420786	105	novo-rico	5	3	4	pessoa recém rica - rico que era classe médio/pobre	rico	novo	rico	novo	AN	Approved
melloana420786	109	olho nu	5	3	4	apenas com seus olhos - sem ajuda de instrumentos óticos	olho	nu	olho	nu	NA	Approved
melloana420786	111	ovelha negra	0	0	0	diferente - exceção	ovelha	negra	ovelha	negro	NA	Approved
melloana420786	112	pão-duro	0	0	0	avarento - mão-de-vaca	pão	duro	pão	duro	NA	Approved
melloana420786	113	papel higiênico	5	5	5	papel de higienização - papel para limpeza	papel	higiênico	papel	higiênico	NA	Approved
melloana420786	116	pau-mandado	0	0	0	pessoa muito obediente - sempre segue as ordens	pau	mandado	pau	mandado	NA	Approved
melloana420786	117	pavio curto	0	1	1	falta de paciência - temperamento explosivo	pavio	curto	pavio	curto	NA	Approved
melloana420786	119	pé-direito	0	0	0	altura do arco em que um pilar se apoia - altura entre piso e forro	pé	direito	pé	direito	NA	Approved
melloana420786	125	pólo-aquático	2	5	3	desporto - esporte aquático	pólo	aquático	pólo	aquático	NA	Approved
melloana420786	126	ponto cego	4	3	3	fora do campo de visão - local que não aparece no campo de visão	ponto	cego	ponto	cego	NA	Approved
melloana420786	127	ponto forte	5	3	4	características favoráveis - qualidade	ponto	forte	ponto	forte	NA	Approved
melloana420786	128	ponto fraco	3	4	3	defeito - falha	ponto	fraco	ponto	fraco	NA	Approved
melloana420786	129	prato feito	5	3	4	a la carte - prato eecutivo	prato	feito	prato	feito	NA	Approved
melloana420786	131	primeira mão	0	4	2	exclusivo - primeiro	mão	primeira	mão	primeiro	AN	Approved
melloana420786	132	primeira necessidade	5	5	5	coisa de maior importância - principal necessidade	necessidade	primeira	necessidade	primeiro	AN	Approved
melloana420786	134	primeiro ministro	5	0	2	chefe de governo - governante	ministro	primeiro	ministro	primeiro	AN	Approved
melloana420786	141	queda livre	5	3	4	queda sem auxílio para diminuir a velocidade - queda sem diminuição do vetor velocidade	queda	livre	queda	livre	NA	Approved
melloana420786	142	quinta categoria	1	0	1	de má qualidade - ruim	categoria	quinta	categoria	quinto	AN	Approved
melloana420786	144	regime político	4	5	4	modo de governo - tipo de organização do estado	regime	político	regime	político	NA	Approved
melloana420786	145	relógio analógico	5	5	5	relógio com ponteiros - relógio não-digital	relógio	analógico	relógio	analógico	NA	Approved
melloana420786	147	reta final	1	5	3	desfecho - término	reta	final	reta	final	NA	Approved
melloana420786	148	roda gigante	5	3	4	brinquedo de parque de diversão - roda panorâmica	roda	gigante	roda	gigante	NA	Approved
melloana420786	153	sangue azul	0	0	0	de origem nobre - realeza	sangue	azul	sangue	azul	NA	Approved
melloana420786	154	sangue frio	0	0	0	calmo - sem emoção	sangue	frio	sangue	frio	NA	Approved
melloana420786	156	secretária eletrônica	2	5	3	atendedor automático - caixa de menssagens	secretária	eletrônica	secretário	eletrônico	NA	Approved
melloana420786	159	sentença judicial	5	5	5	decisão de uma corte em relação a um caso - decisão de uma corte judiciária	sentença	judicial	sentença	judicial	NA	Approved
melloana420786	160	sétima arte	5	0	2	cinema - filme	arte	sétima	arte	sétimo	AN	Approved
melloana420786	166	tela plana	5	5	5	superfície reta - tela sem curvatura	tela	plana	tela	plano	NA	Approved
melloana420786	167	tempo real	5	3	4	ao mesmo tempo - instantâneo	tempo	real	tempo	real	NA	Approved
melloana420786	168	terceira idade	5	0	2	flor da idade - velhice	idade	terceira	idade	terceiro	AN	Approved
melloana420786	170	tiro livre	4	3	3	chute direto - falta	tiro	livre	tiro	livre	NA	Approved
melloana420786	172	trabalho escravo	5	5	5	escravidão - trabalho não remunerado	trabalho	escravo	trabalho	escravo	NA	Approved
melloana420786	173	vaca louca	0	0	0	doença - infeccção	vaca	louca	vaca	louco	NA	Approved
melloana420786	175	vinho tinto	5	5	5	vinho não-branco - vinho vermelho	vinho	tinto	vinho	tinto	NA	Approved
melloana420786	180	voto secreto	5	5	5	votação individual - voto escondido	voto	secreto	voto	secreto	NA	Approved
melobarb303824	2	acampamento militar	5	5	5	acampamento - quartel	acampamento	militar	acampamento	militar	NA	Approved
melobarb303824	3	agente secreto	5	3	2	agente não identificado - espião	agente	secreto	agente	secreto	NA	Approved
melobarb303824	19	ato falho	2	2	2	deslize - falha mental	ato	falho	ato	falho	NA	Approved
melobarb303824	22	bebida alcoólica	5	5	5	álcool - destilado	bebida	alcoólica	bebida	alcoólico	NA	Approved
melobarb303824	33	carro-forte	5	2	2	blindado - carro blindado	carro	forte	carro	forte	NA	Approved
melobarb303824	45	coluna social	2	4	3	coluna de fofoca - notícias da sociedade	coluna	social	coluna	social	NA	Approved
melobarb303824	65	febre amarela	2	0	0	doença - doença tropical	febre	amarela	febre	amarelo	NA	Approved
melobarb303824	88	má-fé	2	4	2	maldade - más intenções	fé	má	fé	mau	AN	Approved
melobarb303824	97	mau-humor	3	5	3	cara fechada - sem espírito - zangado	humor	mau	humor	mau	AN	Approved
melobarb303824	98	mau-olhado	2	5	5	cobiça - inveja	olhado	mau	olhado	mau	AN	Approved
melobarb303824	127	ponto forte	0	2	0	boas habilidades - vantagens	ponto	forte	ponto	forte	NA	Approved
melobarb303824	130	primeira infância	5	4	3	infância remota - início da infância	infância	primeira	infância	primeiro	AN	Approved
melobarb303824	150	saia justa	0	2	1	constrangimento - pressão	saia	justa	saia	justo	NA	Approved
melobarb303824	155	sangue quente	2	3	2	arretado - caloroso - nervoso	sangue	quente	sangue	quente	NA	Approved
melobarb303824	175	vinho tinto	5	5	5	bebida alcoólica - uva fermentada	vinho	tinto	vinho	tinto	NA	Approved
melobarb303824	176	vista grossa	1	1	1	ignorar - não dar importância	vista	grossa	vista	grosso	NA	Approved
menesesa757181	3	agente secreto	5	5	5	funcionario de um lugar secreto - pessoa que trabalha para organização secreta	agente	secreto	agente	secreto	NA	Approved
menesesa757181	5	água mineral	5	3	5	agua das pedras - agua mineralizada	água	mineral	água	mineral	NA	Approved
menesesa757181	6	alarme falso	4	5	3	aviso em vão - bote - pegadinha	alarme	falso	alarme	falso	NA	Approved
menesesa757181	7	algodão-doce	2	5	1	açucar em formato semelhante ao algodão - doce de açucar	algodão	doce	algodão	doce	NA	Approved
menesesa757181	8	alta temporada	3	0	0	momento de mais pessoas pelas ruas - temporada de mais turismo - verão	temporada	alta	temporada	alto	AN	Approved
menesesa757181	10	alto mar	2	1	0	alem da praia - meio do mar - no meio do oceano	mar	alto	mar	alto	AN	Approved
menesesa757181	12	amigo oculto	3	4	2	amigo secreto - brincadeira de final de ano	amigo	oculto	amigo	oculto	NA	Approved
menesesa757181	15	ano-novo	5	4	4	ano que está por vir - ano seguinte	ano	novo	ano	novo	NA	Approved
menesesa757181	16	ar condicionado	3	4	4	ar artificial que é impulsionado por maquina que condiciona o ambiente - maquina que gela ou aquece o ambiente	ar	condicionado	ar	condicionado	NA	Approved
menesesa757181	17	ar livre	2	3	1	para fora - rua	ar	livre	ar	livre	NA	Approved
menesesa757181	26	café colonial	5	4	4	café tradicional da culinária alemã - muita comida alemã	café	colonial	café	colonial	NA	Approved
menesesa757181	27	caixa-forte	4	4	4	cofre - cofre super resistente	caixa	forte	caixa	forte	NA	Approved
menesesa757181	28	caixa-preta	3	0	1	caixa que guarda as conversas de rádio entre a tripulação de um avião - gravador que fica em um avião	caixa	preta	caixa	preto	NA	Approved
menesesa757181	32	carne vermelha	5	4	3	Carne de origem animal - Carne proveniente das vacas	carne	vermelha	carne	vermelho	NA	Approved
menesesa757181	34	carta aberta	4	1	2	carta escrita para ser lida em público - carta que fala abertamente para o público	carta	aberta	carta	aberto	NA	Approved
menesesa757181	35	centro comercial	1	5	2	local com varias lojas - lugar de comprar	centro	comercial	centro	comercial	NA	Approved
menesesa757181	36	centro espírita	2	5	1	lugar espírita - lugar onde é praticado o espiritismo	centro	espírita	centro	espírita	NA	Approved
menesesa757181	37	cerca viva	4	4	4	arbusto que barra a passagem - muro de plantas	cerca	viva	cerca	vivo	NA	Approved
menesesa757181	38	céu aberto	1	4	0	aberto - em contato com o tempo na rua	céu	aberto	céu	aberto	NA	Approved
menesesa757181	39	cheiro-verde	5	1	1	ar puro da natureza - cheiro das plantas	cheiro	verde	cheiro	verde	NA	Approved
menesesa757181	40	circuito integrado	5	3	3	chip - circuito eletrônico miniaturizado - microchip	circuito	integrado	circuito	integrado	NA	Approved
menesesa757181	41	círculo vicioso	2	5	1	algo que está se repetindo constantemente - algo repetitivo	círculo	vicioso	círculo	vicioso	NA	Approved
menesesa757181	43	classe executiva	2	0	0	Classe previlegiada - lugar mais caro e mais espaçoso	classe	executiva	classe	executivo	NA	Approved
menesesa757181	46	comida caseira	5	3	3	comida da vó - comida feita em casa	comida	caseira	comida	caseiro	NA	Approved
menesesa757181	47	companhia aérea	1	5	1	empresa de transporte aéreo - linha aérea	companhia	aérea	companhia	aéreo	NA	Approved
menesesa757181	49	coração partido	3	3	1	decepção afetiva - decepção amorosa	coração	partido	coração	partido	NA	Approved
menesesa757181	51	cordas vocais	1	2	1	onde passa o som - parte do corpo	cordas	vocais	corda	vocal	NA	Approved
menesesa757181	56	disco rígido	3	1	1	aramazenamento de memória do dispositivo eletrônico - HD	disco	rígido	disco	rígido	NA	Approved
menesesa757181	58	efeitos especiais	4	2	2	efeitos extravagantemente diferenciados - efeitos magicos	efeitos	especiais	efeito	especial	NA	Approved
menesesa757181	59	elefante branco	0	0	1	algo bizarro - muito diferentemente errado	elefante	branco	elefante	branco	NA	Approved
menesesa757181	61	estrela cadente	2	3	2	meteorito - meteoro	estrela	cadente	estrela	cadente	NA	Approved
menesesa757181	63	exames laboratoriais	5	3	3	exames do corpo - exames realizados em um laboratório	exames	laboratoriais	exame	laboratorial	NA	Approved
menesesa757181	65	febre amarela	3	2	2	doença - febre	febre	amarela	febre	amarelo	NA	Approved
menesesa757181	66	ficha limpa	3	2	3	ficha de antecendentes de corrupão de um político - llista de atos corruptos de um político	ficha	limpa	ficha	limpo	NA	Approved
menesesa757181	70	gatos-pingados	0	1	0	pessoas - poucos viventes	gatos	pingados	gato	pingado	NA	Approved
menesesa757181	71	gelo-seco	5	2	3	gelo que não derrete - gelo que transita do estado sólido diretamente ao estado gasoso	gelo	seco	gelo	seco	NA	Approved
menesesa757181	72	golpe baixo	2	1	2	ação de baixo nível - golpe que atinge regiões frágeis do corpo	golpe	baixo	golpe	baixo	NA	Approved
menesesa757181	79	leite integral	5	4	4	leite gorduroso - leite que não passou por processos de remoção de gordura	leite	integral	leite	integral	NA	Approved
menesesa757181	82	livro aberto	1	3	0	algo público - personalidade exposta	livro	aberto	livro	aberto	NA	Approved
menesesa757181	84	longa-metragem	3	4	4	filme de longa duração - filme longo	metragem	longa	metragem	longo	AN	Approved
menesesa757181	86	lua nova	5	3	4	lua em estado escuro - lua que está reiniciando seu trajeto	lua	nova	lua	novo	NA	Approved
menesesa757181	89	magia negra	2	0	0	algo ruim que não é deste plano - algo ruim que não se tem capacidade de explicar - feitiços das trevas	magia	negra	magia	negro	NA	Approved
menesesa757181	90	mão-fechada	2	3	1	alguem que não empresta dinheiro - pão duro	mão	fechada	mão	fechado	NA	Approved
menesesa757181	93	maré alta	4	3	2	agua mais alta em relaçao ao outro momento - maré mais avançada na praia	maré	alta	maré	alto	NA	Approved
menesesa757181	94	maré baixa	3	3	2	maré recuada na praia - momento baixo da água	maré	baixa	maré	baixo	NA	Approved
menesesa757181	96	mau contato	4	0	0	contato ruim - quebrado	contato	mau	contato	mau	AN	Approved
menesesa757181	99	mercado negro	5	0	1	lugar onde se compram objetos dos mais variados tipos ilegalmente - mercado que vende coisas ilegais	mercado	negro	mercado	negro	NA	Approved
menesesa757181	101	montanha-russa	0	0	0	brinquedo do parque de diversões - roller coaster	montanha	russa	montanha	russo	NA	Approved
menesesa757181	102	navio negreiro	5	1	1	navio que carregava africanos para a américa - navio que transportava escravos	navio	negreiro	navio	negreiro	NA	Approved
menesesa757181	103	nó cego	5	0	0	nó inquebrável - nó que não da para se desfazer	nó	cego	nó	cego	NA	Approved
menesesa757181	106	núcleo atômico	5	5	5	centro de massa de um átomo - núcleo do átomo	núcleo	atômico	núcleo	atômico	NA	Approved
menesesa757181	108	olho mágico	1	0	1	lugar onde se olha através da porta - olho da porta	olho	mágico	olho	mágico	NA	Approved
menesesa757181	110	ônibus executivo	5	2	1	onibus - transporte intermunicipal de longas distancias	ônibus	executivo	ônibus	executivo	NA	Approved
menesesa757181	111	ovelha negra	0	0	1	algo ou alguem que é difernte - alguem que não segue um padrão definido pela sociedade	ovelha	negra	ovelha	negro	NA	Approved
menesesa757181	115	pastor alemão	0	3	2	Cachorro de raça alemã - Cachorro proveniente de uma região da alemanha	pastor	alemão	pastor	alemão	NA	Approved
menesesa757181	117	pavio curto	0	2	0	desobediente - impaciente - intolerante	pavio	curto	pavio	curto	NA	Approved
menesesa757181	118	pé quente	0	1	0	alguem de muita sorte - sortudo	pé	quente	pé	quente	NA	Approved
menesesa757181	128	ponto fraco	1	3	1	erros - falhas	ponto	fraco	ponto	fraco	NA	Approved
menesesa757181	129	prato feito	3	2	2	prato de comida pré determinado - prato pronto	prato	feito	prato	feito	NA	Approved
menesesa757181	131	primeira mão	0	4	0	pioneiro a disponibilizar algo - primeiro	mão	primeira	mão	primeiro	AN	Approved
menesesa757181	132	primeira necessidade	5	4	2	algo extremamente necessário - as necessidades fisiológicas indispensáveis	necessidade	primeira	necessidade	primeiro	AN	Approved
menesesa757181	133	primeira-dama	4	2	1	madrinha de casamento - o contrario de primeiro ministro	dama	primeira	dama	primeiro	AN	Approved
menesesa757181	134	primeiro ministro	5	2	1	ministro de uma país - principal ministro de um país	ministro	primeiro	ministro	primeiro	AN	Approved
menesesa757181	142	quinta categoria	4	0	1	pouca qualidade - ruim	categoria	quinta	categoria	quinto	AN	Approved
menesesa757181	144	regime político	2	4	1	forma de governo - modo de governar	regime	político	regime	político	NA	Approved
menesesa757181	147	reta final	0	3	0	ultima etapa - ultimo gás	reta	final	reta	final	NA	Approved
menesesa757181	148	roda gigante	5	3	4	brinquedo de um parque de diversões - roda grande que gira	roda	gigante	roda	gigante	NA	Approved
menesesa757181	150	saia justa	5	3	3	saia pequena - vestido justo	saia	justa	saia	justo	NA	Approved
menesesa757181	153	sangue azul	3	2	2	realeza - torcedor do Gremista	sangue	azul	sangue	azul	NA	Approved
menesesa757181	154	sangue frio	0	1	0	sem achar errado - sem arrependimentos	sangue	frio	sangue	frio	NA	Approved
menesesa757181	155	sangue quente	1	3	0	brabo - sortudo	sangue	quente	sangue	quente	NA	Approved
menesesa757181	157	segundas intenções	5	1	2	intenções a mais que o esperado - intenções geralmente não tão corretas - maldade	intenções	segundas	intenção	segundo	AN	Approved
menesesa757181	161	sexto sentido	3	2	0	intuição - pressentimento	sentido	sexto	sentido	sexto	AN	Approved
menesesa757181	170	tiro livre	3	4	2	chute de fora da área - modalidade esportiva	tiro	livre	tiro	livre	NA	Approved
menesesa757181	171	trabalho braçal	5	3	3	trabalho com uso de força bruta - trabalho que não se usa artifícios mentais pesados	trabalho	braçal	trabalho	braçal	NA	Approved
menesesa757181	174	vinho branco	5	3	4	vinho de coloração esbranquiçada - vinho de uva branca	vinho	branco	vinho	branco	NA	Approved
menesesa757181	178	vôo doméstico	5	0	1	transporte aereo apenas em território brazileiro - voos nacionais	vôo	doméstico	vôo	doméstico	NA	Approved
messiasi483215	126	ponto cego	1	2	0	Equívocos não percebidos - Erros  - Locais de invisibilidade	ponto	cego	ponto	cego	NA	Approved
moitaeri153207	4	água doce	5	1	1	água de beber - água potável	água	doce	água	doce	NA	Approved
moitaeri153207	8	alta temporada	4	2	2	férias - tempo de alto movimento	temporada	alta	temporada	alto	AN	Approved
moitaeri153207	11	alto-falante	2	2	0	aparelho de sonorização - sistema de som	falante	alto	falante	alto	AN	Approved
moitaeri153207	12	amigo oculto	3	3	3	amigo invisível - amigo secreto	amigo	oculto	amigo	oculto	NA	Approved
moitaeri153207	13	amigo secreto	2	4	4	amigo invisível - amigo oculto	amigo	secreto	amigo	secreto	NA	Approved
moitaeri153207	18	arma branca	5	0	0	armas potencialmente menos letais - facas e canivetes	arma	branca	arma	branco	NA	Approved
moitaeri153207	20	banho turco	3	3	2	banho comunitário - banho conjunto	banho	turco	banho	turco	NA	Approved
moitaeri153207	23	bode expiatório	0	0	2	falsamente culpado - laranja	bode	expiatório	bode	expiatório	NA	Approved
moitaeri153207	26	café colonial	2	2	2	comida de colônia - comida de fazenda - rango paca	café	colonial	café	colonial	NA	Approved
moitaeri153207	29	caixeiro viajante	2	5	5	comerciante itinerante - vendedor ambulante	caixeiro	viajante	caixeiro	viajante	NA	Approved
moitaeri153207	34	carta aberta	2	5	5	texto para todos - texto público	carta	aberta	carta	aberto	NA	Approved
moitaeri153207	36	centro espírita	5	3	5	casa da 3a revelação - casa de amor fraterno - centro de estudos crísticos	centro	espírita	centro	espírita	NA	Approved
moitaeri153207	38	céu aberto	1	1	1	ao ar-livre - espaço aberto - na rua	céu	aberto	céu	aberto	NA	Approved
moitaeri153207	42	círculo virtuoso	2	5	5	movimento correto - movimento ético - movimento honesto	círculo	virtuoso	círculo	virtuoso	NA	Approved
moitaeri153207	47	companhia aérea	5	5	5	empresa de movimentação aérea - empresa de transporte por avião	companhia	aérea	companhia	aéreo	NA	Approved
moitaeri153207	48	conta-corrente	5	3	3	conta bancária - conta de giro	conta	corrente	conta	corrente	NA	Approved
moitaeri153207	49	coração partido	2	2	2	muito triste - profundamente triste	coração	partido	coração	partido	NA	Approved
moitaeri153207	50	corda bamba	2	2	2	em risco - mais pra lá que pra cá - no limite	corda	bamba	corda	bambo	NA	Approved
moitaeri153207	53	deputado federal	5	5	5	cargo público - mentiroso profissional	deputado	federal	deputado	federal	NA	Approved
moitaeri153207	68	fio condutor	2	2	5	fio da meada - pilar central - roteiro principal	fio	condutor	fio	condutor	NA	Approved
moitaeri153207	69	força bruta	5	5	5	abuso da força - truculência - violência	força	bruta	força	bruto	NA	Approved
moitaeri153207	72	golpe baixo	4	5	5	falcatrua - ilusionismo - trapaça	golpe	baixo	golpe	baixo	NA	Approved
moitaeri153207	78	juízo final	5	2	5	dia do julgamento final - final dos tempos - últimos tempos	juízo	final	juízo	final	NA	Approved
moitaeri153207	87	lugar-comum	2	2	2	coisas comuns - simplória	lugar	comum	lugar	comum	NA	Approved
moitaeri153207	88	má-fé	1	3	2	enganação - mentira	fé	má	fé	mau	AN	Approved
moitaeri153207	90	mão-fechada	0	0	2	mão de vaca - pão duro - sovina	mão	fechada	mão	fechado	NA	Approved
moitaeri153207	93	maré alta	5	5	5	mar cheio - mar grande - ressaca	maré	alta	maré	alto	NA	Approved
moitaeri153207	94	maré baixa	5	5	5	mar pequeno - pouca onda	maré	baixa	maré	baixo	NA	Approved
moitaeri153207	96	mau contato	3	3	5	com problemas elétricos - funcionamento falho - gambiarra	contato	mau	contato	mau	AN	Approved
moitaeri153207	98	mau-olhado	2	5	5	inveja - olho gordo	olhado	mau	olhado	mau	AN	Approved
moitaeri153207	99	mercado negro	3	0	0	mercado ilegal - mercado informal - mercado paralelo	mercado	negro	mercado	negro	NA	Approved
moitaeri153207	105	novo-rico	2	2	2	emergente - ex-pobre	rico	novo	rico	novo	AN	Approved
moitaeri153207	107	olho gordo	0	0	0	desdenho - inveja	olho	gordo	olho	gordo	NA	Approved
moitaeri153207	108	olho mágico	2	0	1	buraco de observação - furo na porta	olho	mágico	olho	mágico	NA	Approved
moitaeri153207	110	ônibus executivo	3	2	3	ônibus fretado - ônibus luxuoso	ônibus	executivo	ônibus	executivo	NA	Approved
moitaeri153207	112	pão-duro	0	0	0	mão de vaca - sovina	pão	duro	pão	duro	NA	Approved
moitaeri153207	114	paraíso fiscal	0	2	0	terra de falcatrua - terra de isenção fiscal - Terra sem Lei	paraíso	fiscal	paraíso	fiscal	NA	Approved
moitaeri153207	118	pé quente	2	2	2	aquele que nasceu virado para a Lua - sortudo	pé	quente	pé	quente	NA	Approved
moitaeri153207	121	pente fino	0	0	0	busca aprofundada - busca completa - busca detalhada	pente	fino	pente	fino	NA	Approved
moitaeri153207	122	peso morto	1	1	1	encostado - inativo - vagabundo	peso	morto	peso	morto	NA	Approved
moitaeri153207	123	planta baixa	0	1	0	mapa - plano esquemático	planta	baixa	planta	baixo	NA	Approved
moitaeri153207	124	poção mágica	2	2	2	poção milagrosa - segredo	poção	mágica	poção	mágico	NA	Approved
moitaeri153207	127	ponto forte	0	3	3	características marcantes - qualidades	ponto	forte	ponto	forte	NA	Approved
moitaeri153207	128	ponto fraco	2	4	4	defeitos - fraquezas - vulnerabilidades	ponto	fraco	ponto	fraco	NA	Approved
moitaeri153207	129	prato feito	5	4	5	a la minuta - comercial - prato típico	prato	feito	prato	feito	NA	Approved
moitaeri153207	130	primeira infância	5	5	5	anos iniciais - tempos de nenê	infância	primeira	infância	primeiro	AN	Approved
moitaeri153207	132	primeira necessidade	3	3	3	necessidade máxima - primeira vontade	necessidade	primeira	necessidade	primeiro	AN	Approved
moitaeri153207	135	primeiro plano	0	3	3	na frente - primeiramente	plano	primeiro	plano	primeiro	AN	Approved
moitaeri153207	136	príncipe encantado	3	2	2	alma gêmea - homem dos sonhos	príncipe	encantado	príncipe	encantado	NA	Approved
moitaeri153207	137	processo seletivo	5	5	5	Processo de escolha - Seleção	processo	seletivo	processo	seletivo	NA	Approved
moitaeri153207	140	quadro-negro	2	3	2	louza - quadro	quadro	negro	quadro	negro	NA	Approved
moitaeri153207	141	queda livre	2	2	2	abismo - despenhadeiro	queda	livre	queda	livre	NA	Approved
moitaeri153207	149	roleta russa	2	0	0	insanidade - maluquice	roleta	russa	roleta	russo	NA	Approved
moitaeri153207	150	saia justa	0	5	4	Momento constrangedor - Situação vexatória	saia	justa	saia	justo	NA	Approved
moitaeri153207	151	sala cirúrgica	4	4	5	centro de cirurgias - local de médicos	sala	cirúrgica	sala	cirúrgico	NA	Approved
moitaeri153207	152	salão paroquial	3	5	2	administração da paróquia - sala administrativa da igreja	salão	paroquial	salão	paroquial	NA	Approved
moitaeri153207	153	sangue azul	2	0	0	alguém da mais alta classe - membro da realeza - rico	sangue	azul	sangue	azul	NA	Approved
moitaeri153207	158	segundo plano	2	2	2	menos importante - não prioritário - secundário	plano	segundo	plano	segundo	AN	Approved
moitaeri153207	162	sinal verde	1	0	0	aval - liberação - verificação	sinal	verde	sinal	verde	NA	Approved
moitaeri153207	164	tapete vermelho	2	5	3	caminho de estrelas - chão de estrelas - piso de nobres	tapete	vermelho	tapete	vermelho	NA	Approved
moitaeri153207	166	tela plana	5	5	5	lcd - vidro liso	tela	plana	tela	plano	NA	Approved
moitaeri153207	177	viva voz	2	2	2	ao vivo - presencial	voz	viva	voz	vivo	AN	Approved
moitaeri153207	180	voto secreto	5	5	5	Exclusivo - indevassável	voto	secreto	voto	secreto	NA	Approved
moitagab164359	1	abalo sísmico	4	5	5	sismo - terremoto - tremor	abalo	sísmico	abalo	sísmico	NA	Approved
moitagab164359	5	água mineral	5	5	5	água - água doce	água	mineral	água	mineral	NA	Approved
moitagab164359	6	alarme falso	5	5	5	alarme errado - aviso errado	alarme	falso	alarme	falso	NA	Approved
moitagab164359	9	alta-costura	4	2	0	alta qualidade - costura de qualidade	costura	alta	costura	alto	AN	Approved
moitagab164359	10	alto mar	5	0	0	mar longínquo - mar profundo	mar	alto	mar	alto	AN	Approved
moitagab164359	11	alto-falante	2	3	3	caixa de som - megafone	falante	alto	falante	alto	AN	Approved
moitagab164359	13	amigo secreto	2	4	3	amigo desconhecido - amigo oculto	amigo	secreto	amigo	secreto	NA	Approved
moitagab164359	16	ar condicionado	0	0	0	ar - refrigerador de ar	ar	condicionado	ar	condicionado	NA	Approved
moitagab164359	22	bebida alcoólica	5	5	5	álcool - bebida 	bebida	alcoólica	bebida	alcoólico	NA	Approved
moitagab164359	23	bode expiatório	0	2	0	costas-largas - culpado que é inocente	bode	expiatório	bode	expiatório	NA	Approved
moitagab164359	24	braço direito	1	1	1	pessoa confiável - pessoa de confiança	braço	direito	braço	direito	NA	Approved
moitagab164359	29	caixeiro viajante	4	5	5	comerciante nômade - vendedor nômade	caixeiro	viajante	caixeiro	viajante	NA	Approved
moitagab164359	37	cerca viva	5	3	2	cerca - cerca de plantas	cerca	viva	cerca	vivo	NA	Approved
moitagab164359	39	cheiro-verde	0	5	0	ervas - tempero	cheiro	verde	cheiro	verde	NA	Approved
moitagab164359	47	companhia aérea	5	3	2	companhia de aviação - empresa aérea - empresa de aviação	companhia	aérea	companhia	aéreo	NA	Approved
moitagab164359	48	conta-corrente	5	4	5	CC - conta do banco	conta	corrente	conta	corrente	NA	Approved
moitagab164359	51	cordas vocais	4	5	3	pregas vocais - sistema de fala	cordas	vocais	corda	vocal	NA	Approved
moitagab164359	54	desfile militar	5	5	5	desfile dos militares - parada militar	desfile	militar	desfile	militar	NA	Approved
moitagab164359	55	direitos humanos	5	5	4	direitos humanitários - leis humanitárias	direitos	humanos	direito	humano	NA	Approved
moitagab164359	58	efeitos especiais	5	4	4	computação gráfica - efeito computadorizado	efeitos	especiais	efeito	especial	NA	Approved
moitagab164359	59	elefante branco	0	0	0	construção inútil - presente inútil	elefante	branco	elefante	branco	NA	Approved
moitagab164359	64	farinha integral	5	5	5	farinha - farinha de grãos	farinha	integral	farinha	integral	NA	Approved
moitagab164359	66	ficha limpa	3	3	3	ficha sem erros - não corrupto	ficha	limpa	ficha	limpo	NA	Approved
moitagab164359	67	fila indiana	5	2	1	fila em linha reta - pessoas em linha reta	fila	indiana	fila	indiano	NA	Approved
moitagab164359	68	fio condutor	2	4	2	linha de pensamento - raciocínio	fio	condutor	fio	condutor	NA	Approved
moitagab164359	73	governo federal	5	5	5	governo brasileiro - governo nacional	governo	federal	governo	federal	NA	Approved
moitagab164359	75	gripe suína	5	3	3	gripe - H1N1	gripe	suína	gripe	suíno	NA	Approved
moitagab164359	78	juízo final	4	5	5	fim do universo - fim dos tempos	juízo	final	juízo	final	NA	Approved
moitagab164359	83	longa data	2	4	1	longo prazo - muito tempo	data	longa	data	longo	AN	Approved
moitagab164359	87	lugar-comum	2	3	1	chavão - clichê - senso-comum	lugar	comum	lugar	comum	NA	Approved
moitagab164359	88	má-fé	4	5	3	maldade - segundas intenções	fé	má	fé	mau	AN	Approved
moitagab164359	89	magia negra	5	4	3	macumba - magia escura - magia obscura	magia	negra	magia	negro	NA	Approved
moitagab164359	90	mão-fechada	2	2	2	pão-duro - sovina	mão	fechada	mão	fechado	NA	Approved
moitagab164359	91	máquina virtual	4	5	3	programa - simulador	máquina	virtual	máquina	virtual	NA	Approved
moitagab164359	95	massa cinzenta	4	5	3	cérebro - neurônios	massa	cinzenta	massa	cinzento	NA	Approved
moitagab164359	97	mau-humor	4	4	4	humor ruim - péssimo humor	humor	mau	humor	mau	AN	Approved
moitagab164359	99	mercado negro	5	4	2	mercado ilegal - mercado informal	mercado	negro	mercado	negro	NA	Approved
moitagab164359	100	mesa-redonda	0	0	0	discussão - reunião	mesa	redonda	mesa	redondo	NA	Approved
moitagab164359	103	nó cego	5	1	1	nó apertado - nó difícil - nó impossível de abrir	nó	cego	nó	cego	NA	Approved
moitagab164359	104	novo mundo	2	5	2	nova realidade - novo estado	mundo	novo	mundo	novo	AN	Approved
