compound_lemma	compound_surface	compound_lemmapos	headLemma	modifierLemma	nAnnot	avgHead	stdevHead	avgModifier	stdevModifier	compositionality	stdevHeadModifier	equivalents
parc_naturel	parc_naturel	parc/n_naturel/a	parc	naturel	14	4.4286	0.7559	4.5000	0.6504	4.2857	0.9139	réserve naturelle(5);parc national(4);réserve(3);parc régional(2);parc non planté par l'homme(1);parc(1);espace naturel(1);région protégée(1);parc protégé(1);parc préservée(1);nature préservée(1);espace vert pour loisirs(1);jardin public(1);réserve écologique(1);réserves écologique(1);jardin(1);parc regional(1);parc créé par la nature(1);parc dans la nature(1);parc pour loisirs(1);reserve naturelle(1)
parti_politique	parti_politique	parti/n_politique/a	parti	politique	12	5.0000	0.0000	5.0000	0.0000	5.0000	0.0000	groupement politique(3);organisation politique(2);association politique(2);formation politique(2);organisations politiques(1);groupe d'une idéologie(1);appartenance politique(1);association politique, force politique, formation politique, groupement politique, organisation politique(1);proposition(1);couleur politique(1);parti avec des avis politiques spécifiques(1);faction politique(1);mouvements politique(1);groupes politiques(1);parti d'opinion(1);rassemblement politique(1);assaciation politique(1);groupe politique(1);force politique(1);regroupement de politiques(1);groupement d'idées(1);mouvement(1)
parti_pris	parti_pris	parti/n_pris/a	parti	pris	12	2.7500	1.5448	3.3333	1.3027	2.9167	1.1645	opinion préconçue(4);préjugé(4);partialité(3);préférence(2);idée préconçue(2);clan(1);prise de position(1);position(1);opinion intelectuelle(1);avis personnel(1);fondement de base(1);decision inflexible(1);position subjective(1);obstinément(1);biais(1);ideologie(1);avis(1);manque d'objectivité(1);a priori(1);opinion(1)
partie_fin	partie_fine	partie/n_fin/a	partie	fine	14	2.2857	1.5898	0.6429	1.0818	0.5714	0.7559	orgie(4);partouze(4);partie de débauche(2);rencontre érotique(2);rencontre(1);libertines(1);rencontre à caractère érotique(1);sexe de groupe(1);partie carrée(1);plaisirs sexuels collectifs(1);réunion sexuelle(1);sexe en groupe(1);discret moment de plaisirs sexuels(1);dsk(1);orgies(1);bacchanale(1);réunion de plusieurs personnes(1);reunion coquine(1);échangisme(1);partouse(1);fête classe(1);plan échangiste(1);excès de plaisir et de débauche(1);rencontres érotiques(1);soirée cossue(1)
petit_ami	petit_ami	petit/a_ami/n	ami	petit	11	4.0909	0.8312	0.3636	0.6742	0.8182	0.9816	copain(6);amant(5);petit copain(3);amoureux(2);partenaire(2);fiancé(2);ami en amour(1);mec(1);copaun(1);flirt(1);compagnon(1);ami romantic(1)
petit_beurre	petit_beurre	petit/a_beurre/n	beurre	petit	14	1.1429	0.8644	2.5714	1.5549	1.5000	1.2247	biscuit(5);gâteau sec(4);petit gâteau(2);biscuit sec(2);biscuit sablé(2);des biscuits(1);gâteaux secs(1);véritable petit beurre(1);cracker sucré(1);vpb(1);biscuits au beurre(1);des sucreries(1);petit lu(1);petit gâteau sec au beurre(1);biscuit au beurre(1);galette au beurre(1);gâteau au beurre(1);gateau sec(1);galette(1);petit sablé(1)
petit_déjeuner	petit_déjeuner	petit/a_déjeuner/n	déjeuner	petit	14	4.2857	0.8254	1.5714	1.3425	2.1429	1.4601	repas du matin(7);premier repas(4);repas(3);breakfast(3);déjeuner(2);premier repas de la journée(2);nourriture(1);repas matinal(1);nourriture apres réveil(1);alimentation(1);petit dej(1);repas avant le déjeuner(1);premier repas du jour(1);casse croûte matinal(1);brunch(1);matin(1)
petit_joueur	petit_joueur	petit/a_joueur/n	joueur	petit	12	2.3333	1.4355	1.0000	0.9535	0.5833	0.7930	amateur(4);débutant(2);petit bras(2);incompétent(1);joueur occasionnel(1);médiocre(1);personne timorée(1);pas assez endurant(1);personnage de peu d'envergure(1);trouillard(1);peureux(1);celui qui jamais ne prend de risque(1);personne prudented(1);épicier(1);poule mouillée(1);quelqu'un qui se contente de peu(1);froussard(1);guignol(1);petite bite(1);quelqu'un qui n'ose pas prendre de risques(1);joueur peu courageux(1);petit parieur(1);personne ne prenant pas de risques(1)
petit_pois	petit_pois	petit/a_pois/n	pois	petit	14	4.5714	0.8516	4.5000	0.7596	4.2143	0.8926	pois vert(4);pois(3);pois potagers(3);pois de jardins(2);légume(2);verdure(1);pois cassé frais(1);pois cassé(1);pois des jardins(1);pois commun(1);variété de graine, fraîche ou sèche(1);graine fraîche, ronde et verte, de cette variété de pois(1);petit légume vert et rond(1);petits pois verts(1);pois cassés(1);loi concernant les principes de l'hérédité biologique(1);légumes verts(1);pois verts(1);variété de pois(1);lentilles(1);graine comestible verte(1);graine(1);legume(1)
petit_salé	petit_salé	petit/a_salé/n	salé	petit	13	3.9231	1.4979	1.0000	1.2910	1.3077	0.9473	porc salé(3);viande(2);viande salée(2);poitrine de porc salée(1);porc(1);jarret de porc(1);viande de porc légèrement salée(1);palette(1);morceau de porceau légèrement salé destiné à être bouilli(1);jambonneau(1);porc bouilli(1);lard(1);spécialité à base de viande de porc(1);porc conservé dans du saumure(1);jambon cuit(1);viande de porc(1);porc préservé dans le sel(1);palette de porc(1);piece de porc(1);morceau de porc(1);chair de porc salé(1);genre de viande(1);viande de cochon(1);viande de porc salé(1);chair de porc(1)
petit_écran	petit_écran	petit/a_écran/n	écran	petit	10	4.7000	0.4830	2.8000	1.3166	3.0000	1.3333	télévision(6);téléviseur(3);television(2);tv(2);pas le cinema(2);audiovisuel de masse(1);televison(1);poste télé(1);télevision(1);poste recepteur de television(1);télé(1);récepteur(1);pendant les programmes tv(1)
petit_enfant	petit_enfant	petit/a_enfant/n	enfant	petit	14	3.5000	1.6053	2.2857	1.9386	2.8571	1.5619	petit fils(5);petite fille(5);bébés(2);descendants(2);enfants des enfants(2);génération successive(1);bébé(1);enfant de mon enfant(1);petits fils(1);enfants mineurs(1);jeunes(1);enfant de son fils(1);enfants jeunes(1);postérité(1);progéniture(1);bambin(1);enfant en bas âge(1);pas encore sevré(1);descendant(1);gamin(1);enfants des enfants (1);en bas âge(1)
petit_four	petit_four	petit/a_four/n	four	petit	15	0.8667	1.1255	4.1333	1.1255	1.0000	1.0690	patisserie(4);amuse gueule(4);petit gâteau(2);canapé(2);amuse bouche(2);petit gâteau sec(1);pâtisserie(1);petites pâtisseries(1);gâteaux appéritifs(1);desser(1);petite patisserie(1);amuses gueule(1);canapés(1);petit dessert(1);bouchée(1);petits gâteaux(1);mignardises(1);gâteau(1);bonbons boulangerie(1);apéritif(1);des petits gateaux(1);petit gâteau à la crème(1);aperitif(1);gâteaux salés(1)
petit_nègre	petit_nègre	petit/a_nègre/n	nègre	petit	14	0.7857	0.9750	0.4286	0.7559	0.5714	0.7559	mauvais français(2);langue(2);dialecte(2);noire(1);patois(1);vache espagnole(1);langue incorrecte(1);français sommaire(1);langue approximative(1);langage incorrect et difficile à comprendre(1);parler français comme une vache espagnole(1);baragouin(1);incompréhensible(1);langue incompréhensible(1);incorrect(1);familier(1);argot(1);charabia(1);langue vehiculaire(1);sabir(1);français tirailleur(1);pitinègue(1);langue colonial(1);langage élémentaire(1);langue pidgin parlée en afrique de l'ouest(1);language difficile a comprendre(1);français simplifié(1);écrivain pour autrui(1);du mauvais français(1);écrivain inconnu(1)
petit_annonce	petite_annonce	petit/a_annonce/n	annonce	petite	14	4.8571	0.3631	2.2857	1.6838	2.6429	1.4991	annonce classée(8);publicité(4);annonce dans le journal(2);annonce d'achat/vente(1);publication(1);forme de publicité(1);faire part dans un journal(1);annonce de recherche(1);annonces à vendre(1);annonce d'emploi(1);annonce écrite(1);petite piece d'information publiee(1);publicité personnalisée(1);offre(1);ouvrage(1);recherche d'appartement(1);message(1);annonce(1);annonces pour l'achat(1);annonce dans la presse(1)
petit_nature	petite_nature	petit/a_nature/n	nature	petite	13	0.8462	1.1435	0.8462	1.3445	0.3077	0.4804	faible(4);personne faible(3);fragile(2);personne peureuse(2);peureux(2);peu endurante(2);personne fragile(1);mauviette(1);trouillard(1);femmelette(1);personne trop sensible(1);tapette(1);paresseux(1);faiblard(1);facilement effrayé(1);peu endurant(1);impressionable(1);petite santé(1);quelqu'un de febrile(1);personne fragille(1);faible nature(1)
pied_noir	pied_noir	pied/n_noir/a	pied	noir	12	0.0000	0.0000	0.0833	0.2887	0.0000	0.0000	français d'algérie(5);français originaires d'algérie(2);nee en france mais d'origine algérienne(1);juif du magreb(1);franco algérien(1);colons d'afrique du nord(1);blanc d’afrique du nord(1);français juif d'algerie(1);français d'afrique(1);colon français en algérie(1);rapatrié d'algérie(1);juif d’algérie(1);français d'origine européenne(1);français en afrique française du nord(1);européen d’afrique du nord(1);francais d'origine algérien(1);rapatrié français d'algerie(1);d'origine algerienne(1);réfugié de la guerre d'algérie(1);européen habitant en afrique du nord(1);colon français(1);juifs d'afrique du nord(1)
pièce_monté	pièce_montée	pièce/n_monté/a	pièce	montée	14	2.1429	1.3506	3.0000	1.2403	2.6429	1.4991	gâteau(3);gâteau de mariage(2);pâtisserie(2);grand gâteau(2);pâtisserie de grande taille(1);gateau avec plusieurs étages(1);pâte à choux(1);tarte qui sont placées dessus dessous(1);croquembouche(1);superposition de choux(1);ceremonie(1);tate a mutiples étages(1);pâtisserie constituée d'une superposition de choux à la crème(1);pâtisserie de noces(1);grande pâtisserie(1);gateau(1);gâteau d'une taille très importante servi à l'occasion de fêtes importantes(1);pâtisserie aux formes architecturales(1);ouvrage de pâtisserie(1);dessert(1);pâtisserie artistique(1);gâteau décoré(1);gateau de mariage(1);gâteau en étages(1);pâtisserie pyramidale(1);patisserie(1);assemblage(1);construction patissière(1)
plein_lune	pleine_lune	plein/a_lune/n	lune	pleine	12	5.0000	0.0000	4.0000	1.0445	3.8333	1.1146	lune ronde(9);lune entière(4);lune complète(3);phase lunaire(1);face de pleine lune(1);lune brillante(1);lunaison(1);astre de la nuit(1);lune à l'apogée(1);astre(1);homonymie(1);clair de lune(1)
poids_lourd	poids_lourd	poids/n_lourd/a	poids	lourd	15	2.0000	1.6475	4.7333	0.4577	2.2667	1.7512	camion(11);38 tonnes(2);gros camion(2);gros porteur(2);des vehicules lourds(1);boxeur(1);fardeaux(1);tracteur de remorques(1);des grands camions(1);véhicule routier(1);semi remorque(1);véhicule de marchandises(1);fourgon(1);véhicule lourd(1);long camion(1);camions(1);véhicule de plus de 7,5 tonnes(1);trafic vigoureux(1);véhicule de chargement(1)
point_faible	point_faible	point/n_faible/a	point	faible	14	1.9286	1.9400	4.0714	0.9972	2.5714	1.7415	faiblesse(6);endroit sensible(4);talon d'achille(4);tendon d'achille(2);défaut(2);faible(2);faille(2);point de faiblesse(2);difficulté(1);débilité(1);obstacle(1);insuffisance(1);vulnérabilité(1);point fragile(1);fragilité(1)
point_mort	point_mort	point/n_mort/a	point	mort	13	1.1538	1.0682	0.8462	0.6887	0.7692	0.9268	ne bouge pas(2);est dans un cul de sac(1);arrêt(1);ne va nulle part(1);arrêté sur place(1);à l'arret(1);seuil de rentabibilité(1);immobile(1);status quo(1);point zéro(1);situation bloquée(1);sans changement(1);inaction(1);stagnation(1);mourir(1);sans évolution(1);passif(1);neutre(1);inactivité(1);cesser d'etre(1);pas d'évolution(1);situation qui n'évolue pas(1);au ralenti(1);stagne(1);arrêt de la croissance(1);à l'arrêt(1);statique(1);point d'équilibre(1);arrêté(1)
pot_pourri	pot_pourri	pot/n_pourri/a	pot	pourri	14	0.2857	0.6112	0.0714	0.2673	0.1429	0.3631	mélange(7);mixture(2);amalgame(2);mosaïque(2);mélange hétéroclite(1);mix(1);séquence de pièces de musique(1);compilation(1);fleurs séchées(1);mosaique(1);morceaux de musique divers(1);medley(1);florilège(1);assemblage dépareillé(1);mélange de choses diverses(1);mélange aléatoire(1);melange(1);assortiment(1);centon(1);divers(1);mix de chansons(1)
poule_mouillé	poule_mouillée	poule/n_mouillé/a	poule	mouillée	15	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	peureux(8);poltron(4);trouillard(3);lâche(3);mauviette(2);faible(2);peureuse(2);poltronne(1);craintif(1);couarde(1);timoré(1);capon(1);craintive(1);femmelette(1);froussard(1);quelqun'un qui a peur(1);chiffe molle(1);pas brave(1);personne peureuse(1);personne sans caractère(1)
poupée_russe	poupée_russe	poupée/n_russe/a	poupée	russe	13	4.6923	0.4804	3.8462	0.9871	3.9231	1.0377	poupée gigogne(6);matriochka(5);matriochkas(3);gigognes(1);poupée en bois(1);matrioshka(1);des poupées dâun jeu de poupées russes dont les éléments, de taille décroissante, se placent les uns à lâintérieur des autres(1);poupees qui se placent l'une a l'interieur des autres(1);poupees de tailles decroissantes(1);figurine(1);poupées emboîtables(1);des séries de poupées de tailles décroissantes placées les unes à l'intérieur des autres(1);mannequin(1);taille variable(1);poupées emboîtées(1);poupées de tailles décroissantes(1);poupées gigognes(1)
premier_ministre	premier_ministre	premier/a_ministre/n	ministre	premier	13	5.0000	0.0000	3.6923	1.3775	3.7692	1.6909	chef du gouvernement(9);président du conseil(4);chef de gouvernement(2);chancelier(2);membre du gouvernement(1);bras droit du president(1);dirigeant(1);bras droit du président(1);résident de matignon(1);président du conseil des ministres(1);président(1);president du conseil(1);responsable de l'equipe ministérielle(1);tête de gouvernement(1);chef de l'exécutif(1)
premier_plan	premier_plan	premier/a_plan/n	plan	premier	14	2.8571	1.1673	3.7143	1.4373	3.1429	1.2924	en vedette(3);au centre de l'attention(2);vedette(1);en tête(1);plan le plus proche a l'observateur(1);avant plan(1);très remarquable(1);sur le devant d'un espace(1);plan qui vient en devant(1);en avant(1);primordial(1);premier champ de vision(1);précédent(1);sur le premier champ(1);ce qui est devant(1);chose se situant devant l'arrière plan(1);premier degré(1);en premier(1);premier rang(1);central(1);devant(1);plan visuel qui tape a l'oeuil en premier(1);en premier degré(1);plus visible(1);première ligne(1);au coeur du probleme(1);au devant(1);au premier abord(1);au devant de la scène(1)
premier_dame	première_dame	premier/a_dame/n	dame	première	15	4.8000	0.5606	1.7333	1.3345	1.8000	1.0823	femme du président(4);épouse du président(4);femme de président(2);autorité(1);conjointe du président(1);première confidente(1);epouse du président(1);femme du plus haut personnage de l'etat(1);reine(1);miss(1);femme(1);femme du chef d'état(1);personne d'importance(1);compagne du président(1);femme du premier ministre(1);premier ordre protocolaire monarchique pour une femme(1);first lady(1);épouse d'un chef de gouvernement(1);conjointe président(1);épouse du president de la république(1);Épouse(1);compagne de l'élu(1);favorite(1);conjointe du chef d'etat(1);presidente de l'union des femmes(1);grande dame(1);épouse présidentielle(1);épouse du chef du gouvernement(1)
prince_charmant	prince_charmant	prince/n_charmant/a	prince	charmant	14	1.9286	1.9000	3.6429	1.0818	2.2857	1.5898	homme idéal(3);homme rêvé(2);amoureux(2);homme charmant(2);objet d'affection(2);sauveur(1);prince séducteur(1);casanova(1);époux(1);beau gosse riche(1);don juan(1);agréable(1);irresistible(1);partenaire idéal(1);âme soeur(1);homme parfait(1);jeune homme merveilleux(1);homme de sa vie(1);homme de la vie(1);grand amour(1);dauphin charmant(1);homme de ses rêves(1);future marie(1);amant(1);qui a beaucoup de charme(1);chéri(1);fiancé(1);homme de rêves(1)
prévision_météorologique	prévision_météorologique	prévision/n_météorologique/a	prévision	météorologique	11	4.4545	0.9342	4.6364	0.8090	4.5455	0.8202	météo(4);prévision du temps(3);prévision météo(2);annonce météorologique(1);prévoir l'état atmosphérique(1);temps à venir(1);pronostic climatique(1);prediction de la meteo(1);nouvelles de la meteo(1);probabilités d'évolution du temps(1);nouvelles meteo(1);temps qu'il fera(1);bulletin météorologique(1);bulletin météo(1);point sur la météo(1);predictions(1);prévision climatique(1);pronostiquer le temps(1);alerte(1);météorologie(1)
recherche_scientifique	recherche_scientifique	recherche/n_scientifique/a	recherche	scientifique	12	4.9167	0.2887	4.9167	0.2887	5.0000	0.0000	science(2);etude scientifique(1);quête d'avancées scientifiques(1);essai(1);prospection(1);enquete(1);expérimentations scientifiques(1);découverte scientifique(1);expérimentation scientifique(1);sciences(1);étude(1);recherche du progrès(1);recherche suivant la méthode scientifique(1);expérience(1);oeuvre littéraire(1);resoudre problème(1);examen(1);recherche méthodique conforme aux procédés de recherche et d'observation des sciences(1);recherche rationaliste(1);recherche rationnelle(1);découverte suivant les méthodes scientifique(1);experience(1);découverte(1);Étude(1);connaissances pouvant être vérifiées(1);enquête(1);expérimentation en science(1);recherche qui développe les sciences(1)
ressource_humain	ressources_humaines	ressource/n_humain/a	ressources	humaines	15	3.4667	1.1255	4.2667	1.2228	3.8667	1.1255	personnel(7);service du personnel(5);employés(3);employes(2);gestion du personnel(2);capital humain(1);ressources sociales(1);ressources humanitaires(1);chercher(1);gestion du capital humain(1);administration d'une entreprise(1);gestion des relations sociales entre employés(1);ensemble des salariés(1);service administrative(1);service du recrutement(1);services du personnel(1);vive la france(1);je taime(1);potentialités individuelles et collectives(1)
rond_point	rond_point	rond/a_point/n	point	rond	15	2.3333	1.7593	4.2667	0.9612	2.6667	1.5887	carrefour giratoire(4);carrefour(4);place circulaire(3);place ronde(2);square(1);place giratoire(1);giratoire(1);croisement circulaire(1);croisement de route sans arrêt(1);croissement(1);carrefour de routes(1);route circulaire(1);point ou les voitures circulent en rond(1);etoile(1);chemin rond pour les voitures(1);carrefour à sens giratoire(1);place circulaire en étoile(1);croisement en rond(1);place circulaire à plusieurs rues(1);croisement de plusieurs rues sur une place circulaire(1);quimper(1);routes en cercle(1);moment inoubliable carrefour(1);croisement de routes(1);croisement à plusieurs voies(1)
roulette_russe	roulette_russe	roulette/n_russe/a	roulette	russe	12	2.0000	1.1282	0.5833	1.1645	0.5000	0.7977	jeu suicidaire(3);jeu de hasard mortel(3);jeu mortel(2);jeu dangereux(2);jeu à haut risque(1);duel(1);suicide(1);tourner le barillet et tirer(1);jeu(1);on fait tourner le barillet et on tire(1);jeu de hasard(1);pari(1);jeu dangereux avec un pistolet(1);situation dangereuse(1);risque(1);hazard(1);jeu de pistolet(1);jeu de hasard potentiellement mortel(1);tenter sa chance(1);manipuler un revolver partiellement chargé(1);loterie(1)
réchauffement_climatique	réchauffement_climatique	réchauffement/n_climatique/a	réchauffement	climatique	13	4.6923	0.6304	5.0000	0.0000	4.6923	0.7511	réchauffement de la planète(4);réchauffement global(4);réchauffement planétaire(4);changement climatique(2);transformation du climat(1);réchauffement des pôles(1);élévation de l'eau sur la planète(1);changement de temperature(1);montée de la temperature(1);soleil(1);previsions(1);Élévation de la température(1);hausse des températures(1);montée des températures(1);écocide mondial(1);faire fondre(1);accéleration des degrées de température(1);élevement de la température de la terre(1);climat qui se réchauffe(1)
région_parisien	région_parisienne	région/n_parisien/a	région	parisienne	13	4.7692	0.4385	4.4615	0.7763	4.4615	0.7763	banlieue parisienne(3);ile de france(3);île de france(2);alentours de paris(2);Île de france(2);paris et ses environs(1);paris intra muros(1);banlieue(1);quartier parisien(1);grande couronne(1);l'Île de france(1);périphérie de paris(1);paris et ses départments mitoyens(1);aire métropolitaine de paris(1);arrondissements(1);region de paris(1);province(1);région ile de france(1);autour de paris(1);entourage parisien(1);localité(1);aux environs de paris(1);région de paris(1)
réseau_social	réseau_social	réseau/n_social/a	réseau	social	13	4.0769	1.0377	4.2308	0.9268	3.9231	1.0377	facebook(2);twitter(1);réseau de membres qui s'interactent(1);site web(1);linkedin(1);interactions sociales(1);plateforme de communication(1);communauté(1);lien virtuel(1);village virtuel(1);groupe social(1);médias sociaux(1);congrégation(1);réseau d'amis(1);reseau de connaissances(1);lien entre les gens(1);site internet(1);groupe social connecté(1);média social(1);ensemble de personne réunie par un lien social(1);réseau numérique d'échange(1);réseau sur internet(1);réseau professionnel(1);connecter les gens(1);ensemble d'identités sociales(1);structure sociale(1);communauté sur internet(1);média(1)
sang_froid	sang_froid	sang/n_froid/a	sang	froid	11	0.4545	0.6876	0.0909	0.3015	0.1818	0.4045	calme(8);tête froide(2);assurance(2);inpassible(1);courage(1);sérénité(1);calme absolut(1);maitrise de soi(1);tête sur les épaules(1);impassibilité(1);patience(1);calcul(1);maîtrise de soi(1);se retenir(1);calme total(1);concentration(1);de marbre(1);froideur(1)
second_degré	second_degré	second/a_degré/n	degré	second	12	1.8333	1.7495	2.1667	1.9924	1.3333	1.7753	ironie(6);humour(3);version humoristique(1);idée sous jacente(1);humour particulier(1);sens caché(1);humour et ironie(1);deuxième niveau(1);dire le contraire de ce qu'on pense(1);sens inverse(1);humour douteux(1);humour du contraire(1);sens abstrait(1);dérision(1);ironique(1);pince sans rire(1);sens figuré(1);insulte sans importance(1);dire le contraire de ce qu'on pense pour(1);sens non litéral(1)
second_rôle	second_rôle	second/a_rôle/n	rôle	second	13	4.4615	0.8771	3.6154	1.0439	3.9231	0.6405	rôle secondaire(4);figurant(3);acteur secondaire(3);role pas primaire(2);rôle mineur(2);deuxième rôle(1);deuxieme(1);acteur de deuxième plan(1);faire valoir(1);deuxième(1);assistant(1);pas le hero/vedette principal(1);pas le rôle principal(1);petit rôle(1);personnage secondaire(1);rôle moins important(1);role d'importance seconbde(1);allié(1);personage de second plan(1);rôle de soutien(1);deutéragoniste(1)
septième_ciel	septième_ciel	septième/a_ciel/n	ciel	septième	13	0.3077	0.4804	0.1538	0.5547	0.0769	0.2774	orgasme(4);paradis(3);béatitude(2);aux anges(1);bonheur incommensurable(1);apogée du plaisir(1);bonheur(1);extrêmement hereux(1);jouissance(1);au nirvana(1);être au paradis(1);extase(1);prendre son pied(1);plaisir intense(1);immense bonheur(1);félicité(1);satisfait de plaisir(1);en pleine jouissance(1);délire fantasmagorique(1);apogée(1);au paradis(1);enchantement(1);parfaitement haureux(1);etre sur un petit nuage(1);en plein bonheur(1);sommet du plaisir(1)
service_public	service_public	service/n_public/a	service	public	13	4.8462	0.3755	4.8462	0.3755	4.8462	0.3755	administration(4);service collectif(4);administration publique(2);service administratif(2);services de l'etat(2);utilité publique(2);etat(1);services sociaux(1);service social(1);fonction publique(1);service d'intérêt général(1);activité d'intérêt général(1);adminstration publique(1);services administratifs(1);services de l'état(1);services financés par les taxes et impôts(1);service d'utilité publique(1);bien commun(1);accueil du public(1);services ouverts à tous(1);service par l'état(1)
site_officiel	site_officiel	site/n_officiel/a	site	officiel	12	4.7500	0.6216	4.6667	0.6513	4.8333	0.3892	site web(3);site internet(3);internet(2);site accrédité(2);site authentique(2);site certifié(1);site unique(1);page web officiel(1);bureau d'information officiel(1);site réel(1);centre d'information officiel(1);adresse electronique(1);site(1);endroit officiel(1);site de référence(1);site reconnu(1);page officielle(1);page autorisée(1);site solennel(1);page(1)
soirée_privé	soirée_privée	soirée/n_privé/a	soirée	privée	11	4.7273	0.4671	4.7273	0.4671	4.8182	0.4045	événement privé(2);soirée entre amis(2);fête(2);party(1);soirée intime(1);rassemblement selectif(1);réception sur invitation(1);soirée exclusive(1);rassemblement privilégié(1);réception(1);moment privé(1);fête privée(1);soirée sur invitation(1);seulement sur invitation(1);reunion sociale privée(1);soirée non public(1);spectacle(1);cercle,fermé(1);soirée particulière(1);événement intime(1);célébration(1)
sucre_roux	sucre_roux	sucre/n_roux/a	sucre	roux	12	5.0000	0.0000	4.5833	0.5149	4.5833	0.6686	cassonade(7);sucre de canne(4);sucre brut(3);sucre brun(2);vergeoise(2);sucre extraite de la canne a sucre et de la betterave(1);sucre complet(1);sucre impur de canne ou de betterave(1);sucre non raffiné(1);sucre naturel(1);sucre peu raffiné(1);genre de sucre(1);sucre et mélasse(1);saccharose(1);substance alimentaire(1)
sécurité_routier	sécurité_routière	sécurité/n_routier/a	sécurité	routière	12	4.8333	0.3892	5.0000	0.0000	4.8333	0.3892	prévention routière(8);conduite sécuritaire(2);sécurité de conduite(1);sécurité sur la route(1);conduite sécurisée(1);circulation civique(1);sécurité sur les routes(1);conduite civique(1);conduite prudente(1);règles de sécurité sur la route(1);regle de conduite(1);sécurité des usagers de la route(1);sécurité des usagers(1);prévention des accidents de la route(1);réglementation routière(1);règles et service routiers(1);organisme de prévention(1)
sécurité_social	sécurité_sociale	sécurité/n_social/a	sécurité	sociale	12	3.7500	0.8660	4.4167	0.7930	4.0000	0.8528	assurance sociale(5);aide sociale(4);protection sociale(4);couverture sociale(3);assurance maladie(2);protection pour tous(1);paiement(1);assurances(1);systeme d'assurance(1);sécurité médicale(1);systeme cree par le gouvernement(1);prévoyance sociale(1);carte pour identite etc (1);regime(1)
table_bas	table_basse	table/n_bas/a	table	basse	11	5.0000	0.0000	5.0000	0.0000	5.0000	0.0000	table de salon(8);table à café(3);petite table(2);meuble de salon(1);table pour magazines(1);table de café(1);table à thé(1);table de nuit(1);gueridon(1);table(1);petit table(1);table de peu de hauteur(1);table a hauteur de fauteuil(1)
table_rond	table_ronde	table/n_rond/a	table	ronde	15	1.8667	1.1255	1.4667	1.1255	1.6667	1.1751	débat(7);réunion(6);discussion(2);rencontre(1);des reunions(1);négociations(1);renconte(1);concertation(1);reunion(1);e discussion(1);conference(1);colloque(1);conférence(1);symposium(1);meeting(1);echange de vue(1);pourparlers(1);association de jeunes hommes(1);reunion a table(1);échange d'opinion(1);parler autour d'une table ronde(1);discussion ouverte(1);discussions autour d'une table(1);séance de travail(1)
tapis_rouge	tapis_rouge	tapis/n_rouge/a	tapis	rouge	15	3.2667	1.7099	3.0667	1.9445	3.1333	1.7674	recevoir royalement(4);tapis de cérémonie(3);faire honneur(3);recevoir quelqu'un avec beaucoup d'égard(1);accueil chaleureux(1);montrer plein d'égards(1);réception royale(1);recevoir en grandes pompes(1);célébrité événement(1);privilège(1);tapis d'honneur(1);réception enthousiaste(1);ouvrir les portes(1);marque de bienvenue(1);tapis des célébrités(1);tapis de marche(1);grandeur(1);importance(1);accueillir quelqu'un avec luxe(1);cérémonie(1);feux de la rampe(1);taps d'honneur(1);accueil sompteux(1);recevoir avec luxe(1);acceuillir à bras ouverts(1);tapis pour les célébrités(1);recevoir chapeau bas(1);traiter avec des égards(1);Évènement(1)
temps_fort	temps_fort	temps/n_fort/a	temps	fort	13	3.9231	0.9541	2.3846	1.8046	2.0769	1.3205	moment inoubliable(4);moment important(2);eventment(1);évènement important(1);sommet(1);moment marquant(1);faits marquants(1);moments inoubliables(1);moment émouvant(1);passage important(1);moment incontournable(1);instant à retenir(1);période critique(1);instants majeurs(1);événement notable(1);Événements(1);grands moments(1);point fort(1);actualité(1);apogée(1);événement important(1);bon moment(1);moments importants(1);moment fort(1);ictus(1)
temps_mort	temps_mort	temps/n_mort/a	temps	mort	14	4.7857	0.4258	1.4286	1.3986	2.3571	1.4469	pause(9);arrêt(5);interruption(4);temps de repos(2);pauses(1);arrêts(1);temps non productif(1);arrêt de jeu(1);perte de temps(1);temps d'arrêt(1);cassures temporelles(1);temps de silence(1);respiro(1);moment de repos(1);fragments(1);petite pause(1);point d'orgue(1);silence(1)
temps_partiel	temps_partiel	temps/n_partiel/a	temps	partiel	13	4.2308	1.0127	4.3846	0.7679	4.0769	1.1875	mi temps(10);travail à temps partiel(2);horaire de travail partiel(1);durée travail réduit(1);demi journées(1);tiers temps(1);salarié travaille moins(1);incomplé(1);sous emploi(1);fragmentaire(1);travail moitié du temps(1);portion de temps(1);temps incomplet(1);moins que plein temps(1);semaine de travail de moins de 35 heures(1);saison(1);chômage partiel(1);demi temps(1);demi journee(1)
temps_plein	temps_plein	temps/n_plein/a	temps	plein	14	3.7857	1.0509	3.1429	0.9493	3.0000	1.1094	temps complet(7);35 heures par semaine(2);travail toute la semaine(2);pas temps partiel(2);plein temps(2);heures d'ouverture(1);charge de travail(1);durée de travail(1);à plein temps(1);relation normale de travail(1);durée de travail de 35 heures par semaine(1);journée de travail entière(1);temps non partiel(1);heures de bureau(1);unité de mesured'une charge de travail(1);faire les trois huit(1);capacité de travail ou de production(1);exclusif(1);à temps complet(1);activité rémunérée(1);complet(1)
