compound_lemma	compound_surface	compound_lemmapos	headLemma	modifierLemma	nAnnot	avgHead	stdevHead	avgModifier	stdevModifier	compositionality	stdevHeadModifier	equivalents
farinha_integral	farinha_integral	farinha/n_integral/a	farinha	integral	30	5.0000	0.0000	4.3667	0.8899	4.5667	0.7739	farinha(8);farinha não processada(5);farinha não refinada(4);farinha de trigo integral(3);farinha que é integral(2);farinha de mandioca(2);farinha bruta(2);farinha que não é branca(2);farinha escura(2);farinha que não foi refinada(1);farinha nutritiva(1);farofa integral(1);farinha de grãos(1);farinha menos processada(1);farinha dura(1);farinha ruim(1);farinha organica(1);arroz integral(1);farinha sem calorias(1);farinha não pura(1);farinha inalterada(1);farinha de centeio(1);farinha rica(1);íntegro(1);a(1);farofa(1);farinha com fibras(1);pó(1);farinha grossa(1);farinha que ainda contem suas propriedades naturais(1);farinha inteira(1);farinha de trigo(1);alimento(1);farinha de grão inteiro(1);farinha natural(1);grão moido(1);substância farinácea(1);farinha orgânica(1);s(1);farinha pura(1)
febre_amarelo	febre_amarela	febre/n_amarelo/a	febre	amarela	27	4.0741	1.2380	1.2222	1.1547	1.6296	1.3344	doença(15);febre(7);virose(3);infecção(2);flavivírus(2);dengue(2);doença infecciosa(2);efemeridade(1);chikungunya(1);doença do tropico(1);doença transmitida por mosquito(1);epidemia(1);malária(1);enfermo(1);vírus da febre amarela(1);doença passada por um mosquito(1);doença viral(1);febre da ásia(1);doença que dá febre(1);gripe(1);amarelão(1);doença tropical(1);febre asiática(1);febre do tropico(1);aedes aegypti(1);a(1);vírose(1);s(1);febre viral(1)
ficha_limpo	ficha_limpa	ficha/n_limpo/a	ficha	limpa	33	3.0303	1.4681	2.9394	1.2733	2.7879	1.2932	honesto(7);inocente(4);sem crimes(3);honestidade(3);sem antecedentes criminais(3);sem culpa(2);transparência(2);sem histórico criminal(2);histórico limpo(2);dignidade(1);sem precendentes criminais(1);sem maus comportamentos(1);pessoa idonea(1);não cometer crimes(1);sem crimes cometidos(1);sem crime(1);histórico livre de problemas graves(1);histórico sem corrupção(1);passado sem crime(1);ficha zerada(1);ficha sem erros(1);possuir uma ficha criminal limpa(1);sem dividas com a justiça(1);bom samaritano(1);ficha imaculada(1);incólume(1);bom histórico(1);comprovação de idoneidade(1);a(1);passado limpo(1);não corrupto(1);passado sem crimes(1);sem passagem(1);s(1);incorruptível(1);ficha de antecendentes de corrupão de um político(1);ficha sem crimes(1);não estar devendo(1);histórico criminal limpo(1);idoneidade(1);conduta sem condenação(1);sem acusações(1);não possuir envolvimento com corrupção(1);sem crimes pregressos(1);passado sem irregularidades(1);idôneo(1);cadastro criminal virgem(1);não estar sendo investigado criminalmente(1);llista de atos corruptos de um político(1)
fila_indiano	fila_indiana	fila/n_indiano/a	fila	indiana	32	4.7500	0.9158	0.5625	0.8776	1.1562	1.1103	fila(12);atrás do outro(6);fila única(5);fila reta(4);atras do outro(2);fila ordenada(2);linha(2);em sequência ordenada(1);fila sequencial(1);fila de pessoas(1);enfileiramento(1);fila unica(1);fila singular(1);organização linear(1);pessoas em linha reta(1);fileira(1);organização(1);fila em linha reta(1);enfileirar(1);filinha(1);enfileirados(1);fila coordenada(1);enfileirado(1);bicha(1);fila perfeitamente normal(1);série de pessoas colocadas umas atrás das outras(1);fila por ordem de tamanho(1);espera(1);linha ordenada(1);a(1);fila com pessoas uma atras da outra(1);ordem(1);pessoa atras da outra(1);linha reta(1);só uma fila(1);fila duplamente encadeada(1);fila em linha(1);s(1);fila organizada(1);alinhamento(1);fila linear(1)
fio_condutor	fio_condutor	fio/n_condutor/a	fio	condutor	32	1.5625	1.5227	3.2188	1.5808	1.9688	1.5551	tema principal(6);ligação(4);razão(2);principal(2);trama(2);elemento principal(2);fio elétrico(2);linha guia(2);fio da meada(2);tema(2);linha principal(1);encadeamento(1);cabo(1);ponte(1);coesão(1);referência(1);aquele que conduz algo(1);fio de ligação(1);mais importate(1);ideia principal(1);que conduz algum pensamento, conduta, atitude(1);pilar central(1);linha de pensamento(1);carro chefe(1);guia(1);fio de cobre(1);regente(1);dispositivo eletrônico(1);mecanismo para circuitos(1);foco(1);que facilita o entendimento de alguma coisa, esclarece, especifica(1);linha condutora(1);que conduz(1);enredo(1);fio(1);ordem(1);a(1);roteiro principal(1);assunto(1);comandante(1);fio terra(1);centro(1);link(1);pontos em comum(1);fio metalico(1);elo(1);condutor(1);temática(1);meio de conexão(1);conexão(1);rumo(1);aquele que é o principal para algo(1);fio de energia(1);ligamento(1);s(1);líder(1);ideia central(1);linha que determina a ideia central de alguma coisa(1);raciocínio(1)
força_bruto	força_bruta	força/n_bruto/a	força	bruta	42	3.4524	1.3651	3.5476	1.3104	3.0952	1.3217	violência(9);força(8);ignorância(4);força física(4);brutalidade(4);violencia(4);muita força(3);força pura(3);agressividade(2);intransigência(2);hostilidade(1);meios pré históricos de resolver problemas(1);algo forte demais(1);incivilidade(1);uso de força sem consideração por outras soluções(1);radical(1);trabalho manual(1);violento(1);repressão(1);potência bruta(1);abuso da força(1);agir(1);burrice(1);trabalho braçal(1);superioridade marcial(1);teste de tudo(1);tentativa e erro(1);atitude baseada exclusivamente na força(1);tentativas exaustivas(1);não pensar(1);forçar algo(1);virilidade(1);agressão(1);autoridade(1);rudez(1);truculência(1);selvageria(1);força contra a vontade(1);ação que não requer inteligência(1);imposição(1);na marra(1);resposta violenta(1);força feroz(1);força massiva(1);com as proprias maos(1);sem pensar(1);força fisica(1);abuso físico(1);aplicação de força sem planejamento(1);poder bruto(1);a(1);agir sem pensar(1);punho(1);irracionalidade(1);teimosia(1);uso singular de uma estratégia(1);s(1);ação sem pensar(1);barbarie(1);com os músculos(1);pressão(1);pancada(1);opressão(1);solução imediatista(1);pouco inteligente(1)
gato_pingado	gatos_pingados	gato/n_pingado/a	gatos	pingados	38	0.0526	0.2263	0.2368	0.4896	0.1316	0.3426	poucas pessoas(11);poucos(7);pouco(6);pouca gente(5);pessoas(4);pessoa(4);participantes(2);público pequeno(2);poucos presentes(2);quase nada(2);escassos(2);pouca quantidade(2);algumas pessoas(1);escassas pessoas(1);pessoas aleatórias(1);poucos viventes(1);quase ninguém(1);número reduzido(1);grupo com baixo número de participantes(1);minoria(1);número irrelevante(1);algo em baixo número(1);míseros(1);participante(1);zé ninguens(1);público(1);forma de dizer que haviam poucas pessoas(1);pequena quantidade(1);público escasso(1);número pequeno(1);café(1);raros(1);sem importancia(1);pequeno público(1);vivente(1);grupo reduzido(1);quórum baixo(1);inuteis(1);a(1);pouco numero(1);algum(1);número pequeno de indivíduos(1);s(1);grupo pequeno(1);número irrisório de pessoas(1);quase ninguem(1)
gelo_seco	gelo_seco	gelo/n_seco/a	gelo	seco	29	3.2414	1.8058	2.6552	1.8950	2.3793	1.8976	fumaça(6);dióxido de carbono sólido(4);fumaça de festa(4);gelo(3);dióxido de carbono(2);anidrido carbônico sólido(2);gelo de fumaça(2);gelo que não molha(1);dióxido de carbono solidificado(1);névoa(1);gelo que transita do estado sólido diretamente ão estado gasoso(1);dióxido de carbono congelado(1);co2 em estado solido(1);gás carbônico sólido(1);co2 sublimado(1);anidrido carbonico solido(1);co2(1);gelo evaporador(1);gás sólido(1);dióxido de carbono solido(1);dióxido de carbono na forma sólida(1);dioxido de carbono solidificado(1);gás carbônico congelado(1);congelado(1);carbono(1);gelinho(1);fumaça artificial(1);pedra congelada seca(1);produto químico(1);fumaça seca(1);fumaça de gelo(1);gelado(1);gelo não molhado(1);díoxido de carbono(1);substância sólida(1);a(1);fumacinha(1);carbono congelado(1);resfriador(1);gás congelado(1);s(1);anidrido de carbono congelado(1);fumaça cenográfica(1);gás carbônico solido(1);vapor(1);gelo que não derrete(1)
golpe_baixo	golpe_baixo	golpe/n_baixo/a	golpe	baixo	40	3.0750	1.3280	1.9750	1.2707	2.1250	1.3046	trapaça(8);golpe sujo(7);traição(4);injustiça(4);falcatrua(3);deslealdade(3);jogada desleal(3);facada nas costas(2);desonestidade(2);jogo sujo(2);apelação(2);covardia(2);trairagem(2);jogada ilegal(2);baixaria(2);golpe traiçoeiro(1);trapaças(1);algo anti ético(1);golpes não permitidos(1);ação de baixo nível(1);ataque baixo(1);golpe que atinge regiões frágeis do corpo(1);facada pelas costas(1);ação desonrada(1);desonesto(1);ataque injusto(1);algo sem honra(1);golpe injusto(1);ação desonesta(1);golpes por trás(1);crime(1);golpes injustos(1);movimento traiçoeiro(1);golpe desleal(1);golpe ilegal(1);golpe sem honra(1);ataque inescrupuloso(1);traquinagem(1);ação de moral questionável(1);ilusionismo(1);fraude(1);a(1);falcatruas(1);ataque imoral(1);arapuca(1);artimanha(1);falcatura(1);golpe sorrateiro(1);algo errado(1);apunhaladas(1);ataque desleal(1);ilegalidade(1);s(1);truque sujo(1);rasteira(1)
governo_federal	governo_federal	governo/n_federal/a	governo	federal	33	4.9091	0.2919	4.8182	0.7269	4.8182	0.7269	governo(9);governo do país(8);estado(7);governo nacional(6);presidência(4);união(3);federação(3);governo central(2);governo do pais(2);poder federal(2);autoridade máxima do país(1);governo da esfera federal(1);representante maximo(1);governo da fereração(1);líder do país(1);quem governa uma federação(1);governo brasileiro(1);presidente(1);governo regente(1);governo de um pais(1);politica federal(1);pessoas que governam o país(1);governança(1);palacio do planalto(1);poder(1);governo geral(1);presidente e agregados(1);governo da república(1);república(1);governo máximo do país(1);a(1);país(1);orgão supremo(1);governo da federação(1);governo em ambito nacional(1);s(1)
gripe_aviário	gripe_aviária	gripe/n_aviário/a	gripe	aviária	32	4.5312	1.0772	2.8750	1.5398	2.9062	1.3286	gripe(13);gripe das aves(9);doença(5);gripe do frango(5);h5n1(4);influenza(3);gripe suína(3);influenza aviária(3);virose(2);defluxo aviário(1);epidemia(1);doença contagiosa aviária(1);infecção(1);doença de frango(1);gripe h5n1(1);doença aviária(1);vírus influenza(1);vaca louca(1);vírus(1);virus(1);gripe de aves(1);a(1);gripe asiática(1);causada pelas aves(1);doença viral(1);gripe iniciada em aves(1);s(1);gripe originaria de aves(1);gripe de galinha(1);doença infecciosa(1);doença de galinhas(1);h1n1(1)
gripe_suíno	gripe_suína	gripe/n_suíno/a	gripe	suína	30	4.4667	1.1059	2.4000	1.4288	2.4667	1.4077	h1n1(11);gripe do porco(9);gripe a(9);gripe(5);influenza a h1n1(4);doença(3);influenza(2);influenza suína(2);epidemia(1);influenza h1n1(1);vírus da gripe(1);gripe viral(1);gripe espanhola(1);doença contagiosa(1);virose(1);doença endêmica(1);vírus suíno(1);vírus advindo do porco(1);gripe forte(1);doença transmitida pela carne de porco(1);causada pelos porquinhos(1);influenza a(1);virus(1);patologia similar à gripe(1);a(1);febre suína(1);s(1);que mata pessoas(1)
guarda_florestal	guarda_florestal	guarda/n_florestal/a	guarda	florestal	30	4.8333	0.4611	4.0000	1.2318	3.7667	1.4065	guarda da floresta(9);guarda(7);polícia florestal(3);segurança(2);guarda ambiental(2);patrulheiro florestal(2);vigia(2);guarda que trabalha em florestas(1);guarda de bosque(1);guarda do parque(1);defensor da natureza(1);agente florestal(1);vigilante da floresta(1);guarda de parque(1);guardião(1);oficial florestal(1);guarda de parque florestal(1);guarda de florestas(1);s(1);vigia florestal(1);funcionário responsável por uma área verde(1);pessoa que cuida de um ambiente florestal(1);fiscalização das florestas(1);guarda caça(1);guarda de floresta(1);guarda de reserva ambiental(1);cuidador da floresta(1);guarda da natureza(1);funcionário florestal(1);segurança que trabalha em uma floresta(1);policial florestal(1);polícia ambiental(1);sentinela(1);guardão florestal(1);protetor(1);policial da floresta(1);guarda de um ambiente florestal(1);a(1);patrulheiro da floresta(1);vigia da floresta(1);guardião florestal(1);oficial da floresta(1);protetor da natureza(1);guarda que trabalha no parque(1)
jogo_duro	jogo_duro	jogo/n_duro/a	jogo	duro	36	1.2222	1.1738	2.0833	1.5743	1.1944	1.0907	jogo difícil(4);difícil(4);dificil(4);persistente(3);resistência(3);oposição(3);dificuldade(2);inflexível(2);jogo pesado(2);forte oposição(2);dificultar(2);teimosia(2);cu doce(1);teimoso(1);confronto(1);intratável(1);que é difícil(1);ser complicado(1);dificuldades(1);jogo dificil(1);insistente(1);oposição conceitual(1);rígido(1);dureza(1);esforço(1);contraponto vigoroso(1);intransigente(1);persistencia(1);oposição forte(1);try hard(1);que resiste(1);represália(1);estratégia impiedosa(1);jogo ríspido(1);frente implacável(1);arduo(1);persistência(1);ríspido(1);resistente(1);jogo sério(1);posição inflexível(1);duro de roer(1);frente(1);se fazendo(1);difícil negociação(1);a(1);firmeza(1);dificil de lidar(1);levar a serio(1);osso duro de roer(1);s(1);determinação(1);pressão(1);antagonismo forte(1);rigidez(1)
juízo_final	juízo_final	juízo/n_final/a	juízo	final	39	3.1795	1.5538	4.1026	1.2523	3.3590	1.4233	apocalipse(17);julgamento final(9);fim dos tempos(7);fim do mundo(7);julgamento(5);último juízo(3);último julgamento(3);armagedom(2);dia do julgamento final(1);último acontecimento(1);juizo(1);julgamento divino(1);decisão final(1);últimos tempos(1);armageddon(1);tribunal final(1);fim do universo(1);momento de decisão definitiva(1);acertar de contas(1);apocalípse(1);julgamento fatal(1);acerto de contas(1);término da humanidade(1);final(1);fim dos tempo(1);final dos tempos(1);sentença final(1);céu ou inferno(1);arrebatamento(1);a(1);condenação(1);final do mundo(1);dia do julgamento(1);julgamento definitivo(1);ragnarok(1);juízo universal(1);s(1);avaliação final(1);ultimo julgamento(1);julgar pós morte(1);ultimato(1)
leite_integral	leite_integral	leite/n_integral/a	leite	integral	26	4.9615	0.1961	4.1538	0.9672	4.5000	0.6481	leite(9);leite natural(4);leite com nata(3);leite não desnatado(3);leite desnatado(3);leite com gordura(3);leite gordo(2);leite de vaca(2);leite inteiro(2);leite gorduroso(1);leite que é integral(1);leite denso(1);leite pouco processado(1);leite !(derivado)(1);leite com mais gordura(1);leite comum(1);leite in natura(1);leite orgânico(1);leite na integra(1);leite a(1);leite que não passou pelo processo de desnatação(1);leite sem ser filtrado(1);leite puro(1);leite normal(1);leite completo(1);leite de cabra(1);leite calórico(1);a(1);alimento(1);leite que não passou por processos de remoção de gordura(1);s(1);bebida(1);bebida láctea(1)
lista_negro	lista_negra	lista/n_negro/a	lista	negra	29	3.7931	1.4971	1.0345	0.9814	1.6897	1.3391	lista de coisas ruins(2);lista de morte(2);lista ruim(2);persona non grata(2);lista negativa(2);lista de inimigos(2);lista de alvos(2);marcados(2);lista que contém coisas ruins(1);folha negra(1);pessoas mal quistas(1);lista de inimizades(1);considerado indesejado(1);banido(1);repressão(1);lista de odiados(1);de objetivos(1);lista de rejeição(1);castigo(1);lista dos preteridos(1);lista de negação(1);marcados negativamente(1);lista de pessoas(1);grupo ruim(1);grupo de malvados(1);lista com teor negativo(1);lista dos mal vistos(1);prometidos(1);lista de rivais(1);pessoas demarcadas(1);a(1);procurados(1);index(1);mira(1);lista de má fama(1);blacklist(1);inimigos(1);lista de vingança(1);marcado para sofrer algo(1);lista preta(1);local fictício onde se coloca o nome da pessoa que não gosta(1);rivalidade(1);lista(1);rebelde(1);pessoas indesejadas(1);lista suja(1);lista de culpados(1);lista de desafetos(1);lista de pessoas indesejadas(1);lista proibida(1);lista de pessoas não permitidas a fazer algo(1);na minha cola(1);s(1);registro de pessoas proibidas(1);lista de pessoas não queridas(1)
livre_docente	livre_docente	livre/a_docente/n	docente	livre	20	4.5500	1.3945	2.0500	1.5035	2.6000	1.4290	professor(7);professor livre(3);doutor(3);docente livre(2);docente(2);professor titular(2);possuidor do maior titulo academico(1);a(1);título acadêmico(1);docente sem vínculo(1);título dado a doutores(1);professor livre docente(1);habilitado(1);professor independente(1);professor sem vínculo(1);professor universitário de elevado grau de conhecimento e pesquisa reconhecida(1);professor que é livre(1);professor universitário de notório saber(1);pesquisador(1);professor autônomo(1);professor universitário(1);professor substituto(1);professor particular(1);professor de varias faculdades(1);professor freelancer(1);pós doutorado(1);s(1);ensinador(1);título pessoal(1)
livro_aberto	livro_aberto	livro/n_aberto/a	livro	aberto	37	0.5676	0.7652	2.3784	1.5157	1.0541	1.1772	transparente(10);sem segredos(10);honesto(5);sincero(3);claro(3);verdadeiro(3);exposta(2);aberto(2);exposto(2);sem mistérios(2);sem segredo(2);sem nada a ocultar(1);pessoa ou algo que não esconde segredos(1);esclarecido(1);falador(1);publica(1);espontaneo(1);que não esconde(1);pessoa sem segredos(1);pessoa transparente(1);indiscreto(1);ser do conhecimento de todos o que se faz(1);não esconde nada(1);pessoa sincera(1);sem mistério(1);sem nada para esconder(1);que não esconde nada(1);sem mentiras(1);personalidade exposta(1);desprovido de segredo(1);de conhecimento geral(1);sociavel(1);s(1);sem ambiguidades(1);conhecido(1);não misteriosa(1);sem esconder nada(1);transparencia(1);todos sabem(1);a(1);algo não escondido(1);algo público(1);translucido(1);público(1);que da acesso a todas as informacoes(1);sem nada a esconder(1);fala de todos(1);sem discrição(1);abertura(1);transparência(1);acesso livre(1)
longo_data	longa_data	longo/a_data/n	data	longa	40	2.2500	1.5811	3.0500	1.6939	1.8500	1.4242	muito tempo(26);bastante tempo(4);antigo(3);há muito tempo(3);muitos anos(3);muito tempo atrás(3);longo tempo(3);há tempos(2);passado distante(2);velhos tempos(2);ha muito tempo(1);outros tempos(1);mó tempão(1);antigamente(1);tempo distante(1);distante(1);duradouro(1);duradoura(1);longa(1);faz muitos anos(1);muito tempo atras(1);há tempo(1);antiga(1);velho(1);de muito tempo(1);deveras tempo(1);de infância(1);de bastante tempo(1);por um longo período de tempo(1);s(1);há anos(1);algo que existe há muito tempo(1);assaz tempo(1);não recente(1);a(1);de tempos(1);desde muito tempo atrás(1);à u período longo(1);anos(1);vários anos(1);outros carnavais(1);longo termo(1);longo prazo(1);gerações(1);longo período(1)
longo_metragem	longa_metragem	longo/a_metragem/n	metragem	longa	30	1.2667	1.4840	3.2333	1.7750	1.1000	1.2959	filme(23);filme de longa duração(6);longa(5);filme longo(5);cinema(4);longa duração(2);produção cinematográfica(2);obra cinematográfica(2);filme de longa metragem(1);filme tradicional(1);obra cinematografia(1);filme comprido(1);documentário(1);produção audio visual(1);filme extenso(1);lotr(1);s(1);longa filmagem(1);a(1);filme padrão(1);cinematográfico(1);produção(1);película(1);grande duração(1);filme de cinema(1)
lua_cheio	lua_cheia	lua/n_cheio/a	lua	cheia	33	4.9394	0.2423	3.4848	1.1214	3.3636	1.4102	lua completa(8);lua(6);fase da lua(4);lua completamente iluminada(3);lua totalmente visível(3);lua total(2);lua grande(2);plenilúnio(2);lua plena(2);lua redonda(2);lua nova(2);totalidade da lua(1);lua de cristal(1);lua argentina(1);fim do cilco lunar(1);lua totalmente iluminada(1);fase da lua onde ela reflete plenamente a luz do sol(1);lua longe(1);lua em sua fase de maior visibilidade(1);fenomeno natural(1);lua minguante(1);lua branca(1);lua vermelha(1);fase da lua onde a maior parte de sua superfície é visivel(1);lobisomem(1);lua em sua totalidade(1);das quatro fases lunares(1);lua media(1);lua brilhante(1);lua não nova(1);lua clara(1);lua amarela(1);fase lunar(1);etapa lunar(1);lua iluminada(1);fases da lua(1);lua gorda(1);a(1);fase lunar em que a lua se mostra completamente(1);plenilunio(1);s(1);satélite natural cheio(1);blue moon(1)
lua_novo	lua_nova	lua/n_novo/a	lua	nova	26	4.6538	1.0561	1.3846	1.2985	1.8077	1.6497	lua(4);lua cheia(3);fase da lua(3);lua minguante(2);sem lua(2);lua crescente(2);lua inicial(1);satélite natural(1);lua escura(1);lua entre a terra e o sol(1);início da lunação(1);visão da lua obstruída(1);antes da lua crescente(1);oposto de lua cheia(1);lua sem cor(1);lua que nasce(1);lua em fase nova(1);lua em junção do sol(1);lua que está reiniciando seu trajeto(1);primeira fase da lua(1);lua jovem(1);lua pequena(1);renascimento, cabelo, depilaçao, parto, plantas(1);lua pouco visível(1);lua menos iluminada(1);fase de lua nova(1);fase(1);lua sem iluminação(1);lua no começo do ciclo(1);lua não visível(1);lua invisível(1);novilúnio(1);não dá para ver a lua(1);lua quase toda encoberta(1);a(1);lua do começo(1);lua na fase nova(1);lua recente(1);depois da lua cheia(1);s(1);lua inédita(1);lua obstruída(1);satélite(1);cliclo da(1);lua em estado escuro(1)
lugar_comum	lugar_comum	lugar/n_comum/a	lugar	comum	26	1.2308	1.3056	3.4615	1.6548	1.5769	1.2058	clichê(16);chavão(10);banalidade(3);trivialidade(2);senso comum(1);coisas comuns(1);batido(1);enrolaçoes(1);costume(1);obviedade(1);banal(1);simplória(1);trivial(1);evidência(1);praxe(1);s(1);mesmo lugar(1);comum(1);óbvio(1);vulgaridade(1);estereótipo(1);mesmas fontes(1);comuns(1);cliché(1);ideia comum(1);fontes comuns(1);a(1);lugar corriqueiro(1);padrão comum(1);rotina(1);populares(1);esteriótipo(1);conforto(1);normalidade(1)
magia_negro	magia_negra	magia/n_negro/a	magia	negra	39	3.7436	1.5848	1.5385	1.3736	1.8462	1.5311	bruxaria(15);macumba(9);ocultismo(4);feitiçaria(4);feitiço(4);magia do mal(3);magia(3);magia das trevas(3);magia obscura(2);magia do mau(2);satanismo(2);magia maléfica(2);magia proibida(2);maldição(2);voodoo(2);magia do caos(1);práticas obscuras(1);feitiços(1);magia má(1);vudu(1);algo ruim que não é deste plano(1);magia ruim(1);superstições(1);malefício(1);que visa o mal(1);magia com más intenções(1);magia satânica(1);feitiço prejudicial(1);culto ão mal(1);magia escura(1);overpowered(1);sobrenatural(1);mau intencionado(1);malefícios(1);magia destrutiva(1);a(1);feitiçaria obscura(1);magias ruim(1);feitiços das trevas(1);crenças sobrenaturais(1);ritual(1);fora da lei(1);s(1);ritual maligno(1);malfeitos(1);necromancia(1);algo ruim que não se tem capacidade de explicar(1)
mar_aberto	mar_aberto	mar/n_aberto/a	mar	aberto	34	4.5588	1.0500	2.6176	1.3030	2.7941	1.4308	alto mar(17);oceano(16);longe da costa(4);mar(4);meio do mar(2);mar livre(2);mar profundo(2);fundo no mar(1);sem direção(1);horizonte(1);liberdade(1);mar de oceano(1);moises(1);longe(1);deriva(1);vasto mar(1);mar longe da praia(1);mar sem enseadas(1);mar sem pedras(1);longe de tudo(1);ao oceano(1);águas internacionais(1);mar sem ilhas(1);mar que não possui proteção de costa ou ilhas(1);mar alto(1);ponto do mar longe de qualquer margem(1);mar largo(1);longe da praia(1);água(1);no oceano(1);a(1);grande mar(1);mar bravo(1);mar sem fronteiras próximas(1);s(1);possui ligação direta com o oceano(1);mar ligado ão oceano(1);mar costeiro(1);largo(1);só mar(1)
maré_alto	maré_alta	maré/n_alto/a	maré	alta	33	4.7879	0.5453	3.7879	1.0234	3.9394	1.0880	maré cheia(11);mar alto(10);preamar(3);cheia(3);maré enchente(2);mar(2);mar cheio(2);maré(2);maré grande(2);mar com nível alto(1);ondas grandes(1);mar elevado(1);maré brava(1);ápice da maré(1);enchente(1);diz se de quando o nível do mar está alto(1);maré que sobe(1);alto nível de água(1);altas ondas(1);subida do mar(1);alta do mar(1);mare cheia(1);mar com ressaca(1);ressaca do mar(1);mar revolto(1);aumento das águas(1);água do mar em altos níveis(1);volume de água(1);ondas altas(1);elevação do nível do mar(1);mar agitado(1);mar grande(1);inundação(1);subida da maré(1);a(1);maré mais avançada na praia(1);nivel da água alta(1);montante(1);maré agitada(1);s(1);ressaca(1);período em que o mar invade a praia(1);água mais alta em relação ao outro momento(1);ondas invadindo areia(1);quando o mar sobe(1);preia mar(1)
maré_baixo	maré_baixa	maré/n_baixo/a	maré	baixa	28	4.6429	0.9114	3.9286	1.2150	4.0714	1.0516	baixa mar(6);mar calmo(4);mar baixo(4);mar recuado(3);maré vazante(3);maré(3);baixa do mar(2);marola(2);maré recuada na praia(1);águas baixas(1);ondinha(1);menor nivel do mar(1);mar com nível baixo(1);vazante(1);sem ondas(1);maré em menor níve(1);mar com baixo nível(1);fim da jusante(1);maré fraca(1);momento em que o mar está baixo em uma região(1);fase do mar(1);mar pequeno(1);momento baixo da água(1);ressaca marítima(1);mar bom(1);nível baixo de água do mar(1);maré abaixada(1);pouca onda(1);água raza(1);a(1);baixada(1);ondas baixas(1);s(1);maré raza(1);maré curta(1);maré vazia(1);jusante(1)
massa_cinzento	massa_cinzenta	massa/n_cinzento/a	massa	cinzenta	38	2.3684	1.4222	2.4737	1.8268	1.7895	1.4172	cérebro(17);matéria cinzenta(6);substância cinzenta(6);inteligência(5);parte do cérebro(5);neurônios(4);cerébro(2);mente(2);cerebro(2);encéfalo(2);massa encefálica(2);cabeça(2);interior ão crânio(1);tico e teco(1);componente do cerebro(1);massa cerebral(1);região existente no cérebro(1);conhecimento(1);massa acinzentada(1);cérébro(1);capacidade cerebral(1);sagacidade(1);córtex(1);massa(1);crânio(1);substancia cinzenta(1);sistema nervoso(1);espeterza(1);componente do sistema nervoso(1);coco(1);porção cerebral(1);sabedoria(1);a(1);tecido cerebral(1);miolo(1);área cinzenta(1);neocórtex(1);s(1);intelecto(1);componente do sistema nervoso central(1);materia cinzenta(1);área cerebral(1)
mau_contato	mau_contato	mau/a_contato/n	contato	mau	36	3.5556	1.2523	3.2500	1.5743	2.7778	1.8065	problema(6);curto circuito(4);contato ruim(4);falha(3);problema de contato(2);problema elétrico(2);contato falho(2);problema no contato(1);conexão instavel(1);levemente desconectado(1);levemente desencaixado(1);falta de contato(1);com contato ruim(1);não liga(1);falha no circuito(1);cabo com defeito(1);falhas técnicas(1);problema no fio(1);falhar(1);encaixe inseguro(1);cabo estragado(1);falha elétrica(1);gambiarra(1);conexão ruim(1);mau ligamento(1);ligação com problema(1);problema na ligação(1);contato deficiente(1);fio estragado(1);não contato(1);fio solto(1);mau instalado(1);estragado(1);cabeamento estragado(1);desconexão elétrica(1);fiação elétrica ruim(1);condutores não encostados(1);problema de fiação(1);não continuidade(1);má conexão(1);contato irregular(1);mau funcional(1);quebrado(1);má fiação(1);falha na condução da eletrecidade(1);conexão elétrica falha(1);funcionamento falho(1);não funcionando(1);ligação ruim(1);a(1);não funcionando corretamente(1);interferencia(1);fios quebrado(1);transmissão elétrica falha(1);s(1);desfuncional(1);falha existente em um fio(1);mau conectado(1);com problemas elétricos(1);fio com defeito(1);desconexo(1)
mau_humor	mau_humor	mau/a_humor/n	humor	mau	41	4.5854	0.7062	4.0000	1.0488	3.9512	1.0943	irritação(9);rabugice(4);irritabilidade(4);indisposição(4);amargura(4);irritado(3);negatividade(3);estresse(3);humor ruim(2);ranzinza(2);impaciência(2);desânimo(2);braveza(2);emburrado(2);cara feia(2);amargor(2);estressado(2);oposto de bom humor(1);grosso(1);zangado(1);bravo(1);ânimo ruim(1);pavio curto(1);rancor(1);má vontade(1);sisudez(1);irritadiço(1);rude(1);sem paciencia(1);birra(1);estado de espirito ruim(1);atitude negativa(1);tristeza(1);ira(1);mau ânimo(1);má disposição(1);mau tempo(1);cara fechada(1);sentimentos negativos(1);chatisse(1);aborrecimento(1);sem espírito(1);triste(1);ele está irritado(1);nervosismo(1);deprimido(1);a(1);stress(1);infelicidade(1);infeliz(1);estado de desagrado(1);zanga(1);s(1);sem alegria(1);falta de alegria(1);péssimo humor(1);fel(1)
mau_olhado	mau_olhado	mau/a_olhado/n	olhado	mau	39	1.7179	1.3169	3.6667	1.6276	2.0000	1.5560	inveja(26);olho gordo(11);maldição(7);azar(3);cobiça(3);olho grande(2);má sorte(2);feitiço(2);recalque(2);maledicência(1);energias ruins(1);maus sentimentos(1);ódio(1);sem sorte(1);jetatura(1);desejar o mau(1);negatividade(1);energia ma(1);reprovação(1);olhar com inveja(1);agouro(1);coisas ruins(1);s(1);olhar invejoso(1);encanto(1);pessoas de má sorte(1);olho do mal(1);espíritos ruins(1);maus desejos(1);mau agouro(1);ganância(1);urucubaca(1);goro(1);a(1);desejo negativo(1);outros cobiçarem suas coisas(1);bruxaria(1);transmite azar(1);azarados(1);praga(1);ciúme(1);maldade(1)
